Time,value,,,,,,,,,,,,
20130311:0507,585963.5009,,,,,,,,,,,,
20130311:0607,683300.9717,,,,,,,,,,,,
20130311:0707,637635.3895,,,,,,,,,,,,
20130311:0807,272327.8045,,,,,,,,,,,,
20130311:0907,63005.89303,,,,,,,,,,,,
20130311:1007,299292.7802,,,,,,,,,,,,
20130311:1107,521901.6448,,,,,,,,,,,,
20130311:1207,588768.4681,,,,,,,,,,,,
20130311:1307,502986.2391,,,,,,,,,,,,
20130311:1407,-69247.52359,,,,,,,,,,,,
20130311:1507,-387685.1958,,,,,,,,,,,,
20130311:1607,-289603.0275,,,,,,,,,,,,
20130311:1707,-59004.80063,,,,,,,,,,,,
20130311:1807,-77953.97897,,,,,,,,,,,,
20130311:1907,-178469.7294,,,,,,,,,,,,
20130311:2007,-287063.9072,,,,,,,,,,,,
20130311:2107,-301277.3964,,,,,,,,,,,,
20130311:2207,-163619.5714,,,,,,,,,,,,
20130311:2307,-71907.6189,,,,,,,,,,,,
20130312:0007,258129.0562,,,,,,,,,,,,
20130312:0107,450848.4814,,,,,,,,,,,,
20130312:0207,649156.3114,,,,,,,,,,,,
20130312:0307,781434.7633,,,,,,,,,,,,
20130312:0407,406667.3829,,,,,,,,,,,,
20130312:0507,247731.7598,,,,,,,,,,,,
20130312:0607,467167.8355,,,,,,,,,,,,
20130312:0707,604386.5992,,,,,,,,,,,,
20130312:0807,457614.8437,,,,,,,,,,,,
20130312:0907,246871.436,,,,,,,,,,,,
20130312:1007,46642.44944,,,,,,,,,,,,
20130312:1107,-298893.3185,,,,,,,,,,,,
20130312:1207,-324689.8197,,,,,,,,,,,,
20130312:1307,-236296.8594,,,,,,,,,,,,
20130312:1407,-176019.0685,,,,,,,,,,,,
20130312:1507,-213173.6714,,,,,,,,,,,,
20130312:1607,-222496.3209,,,,,,,,,,,,
20130312:1707,-165421.1354,,,,,,,,,,,,
20130312:1807,134558.2681,,,,,,,,,,,,
20130312:1907,247966.2679,,,,,,,,,,,,
20130312:2007,346444.4664,,,,,,,,,,,,
20130312:2107,660219.1615,,,,,,,,,,,,
20130312:2207,709938.4885,,,,,,,,,,,,
20130312:2307,690952.0381,,,,,,,,,,,,
20130313:0007,661295.1142,,,,,,,,,,,,
20130313:0107,644476.376,,,,,,,,,,,,
20130313:0207,701742.9846,,,,,,,,,,,,
20130313:0307,718927.7054,,,,,,,,,,,,
20130313:0407,745204.7932,,,,,,,,,,,,
20130313:0507,818128.6206,,,,,,,,,,,,
20130313:0607,1020519.77,,,,,,,,,,,,
20130313:0707,1236697.836,,,,,,,,,,,,
20130313:0807,455228.9524,,,,,,,,,,,,
20130313:0907,-302912.9268,,,,,,,,,,,,
20130313:1007,-242724.9089,,,,,,,,,,,,
20130313:1107,-17369.23341,,,,,,,,,,,,
20130313:1207,-45902.79915,,,,,,,,,,,,
20130313:1307,-127972.6355,,,,,,,,,,,,
20130313:1407,-191442.7011,,,,,,,,,,,,
20130313:1507,-65590.35603,,,,,,,,,,,,
20130313:1607,149061.8377,,,,,,,,,,,,
20130313:1707,233844.5958,,,,,,,,,,,,
20130313:1807,336638.213,,,,,,,,,,,,
20130313:1907,408340.7621,,,,,,,,,,,,
20130313:2007,498803.2776,,,,,,,,,,,,
20130313:2107,544353.6276,,,,,,,,,,,,
20130313:2207,400340.5378,,,,,,,,,,,,
20130313:2307,319869.1274,,,,,,,,,,,,
20130314:0007,365361.1688,,,,,,,,,,,,
20130314:0107,650698.2639,,,,,,,,,,,,
20130314:0207,731772.4636,,,,,,,,,,,,
20130314:0307,601458.6689,,,,,,,,,,,,
20130314:0407,276730.2322,,,,,,,,,,,,
20130314:0507,-268199.0411,,,,,,,,,,,,
20130314:0607,-121639.4882,,,,,,,,,,,,
20130314:0707,-42707.16201,,,,,,,,,,,,
20130314:0807,-156317.0143,,,,,,,,,,,,
20130314:0907,-239875.8052,,,,,,,,,,,,
20130314:1007,-277939.5925,,,,,,,,,,,,
20130314:1107,-272893.6983,,,,,,,,,,,,
20130314:1207,-205134.0049,,,,,,,,,,,,
20130314:1307,-126917.5035,,,,,,,,,,,,
20130314:1407,37362.00122,,,,,,,,,,,,
20130314:1507,554511.4757,,,,,,,,,,,,
20130314:1607,659622.4886,,,,,,,,,,,,
20130314:1707,649391.7346,,,,,,,,,,,,
20130314:1807,619220.1061,,,,,,,,,,,,
20130314:1907,620945.7759,,,,,,,,,,,,
20130314:2007,628056.91,,,,,,,,,,,,
20130314:2107,636552.246,,,,,,,,,,,,
20130314:2207,1102205.718,,,,,,,,,,,,
20130314:2307,1328077.108,,,,,,,,,,,,
20130315:0007,1322937.497,,,,,,,,,,,,
20130315:0107,1118316.463,,,,,,,,,,,,
20130315:0207,-72592.23423,,,,,,,,,,,,
20130315:0307,145471.3235,,,,,,,,,,,,
20130315:0407,407917.2941,,,,,,,,,,,,
20130315:0507,418754.1952,,,,,,,,,,,,
20130315:0607,-293940.4331,,,,,,,,,,,,
20130315:0707,-558257.3671,,,,,,,,,,,,
20130315:0807,-546035.5632,,,,,,,,,,,,
20130315:0907,-337755.6058,,,,,,,,,,,,
20130315:1007,-1500.074356,,,,,,,,,,,,
20130315:1107,-86798.80791,,,,,,,,,,,,
20130315:1207,-42363.2369,,,,,,,,,,,,
20130315:1307,431522.1019,,,,,,,,,,,,
20130315:1407,619884.122,,,,,,,,,,,,
20130315:1507,661249.3928,,,,,,,,,,,,
20130315:1607,580325.3844,,,,,,,,,,,,
20130315:1707,336146.5286,,,,,,,,,,,,
20130315:1807,386487.4176,,,,,,,,,,,,
20130315:1907,407968.0735,,,,,,,,,,,,
20130315:2007,410483.6585,,,,,,,,,,,,
20130315:2107,464235.0606,,,,,,,,,,,,
20130315:2207,428125.8259,,,,,,,,,,,,
20130315:2307,239767.967,,,,,,,,,,,,
20130316:0007,-385668.4016,,,,,,,,,,,,
20130316:0107,-403509.4577,,,,,,,,,,,,
20130316:0207,-234279.7441,,,,,,,,,,,,
20130316:0307,-114340.0832,,,,,,,,,,,,
20130316:0407,-181847.7657,,,,,,,,,,,,
20130316:0507,-258617.7875,,,,,,,,,,,,
20130316:0607,-296823.1536,,,,,,,,,,,,
20130316:0707,-238297.12,,,,,,,,,,,,
20130316:0807,-111013.3642,,,,,,,,,,,,
20130316:0907,8596.168039,,,,,,,,,,,,
20130316:1007,393417.9748,,,,,,,,,,,,
20130316:1107,495322.8932,,,,,,,,,,,,
20130316:1207,518387.2292,,,,,,,,,,,,
20130316:1307,514810.5514,,,,,,,,,,,,
20130316:1407,395587.4753,,,,,,,,,,,,
20130316:1507,340537.8926,,,,,,,,,,,,
20130316:1607,420707.0197,,,,,,,,,,,,
20130316:1707,347184.6664,,,,,,,,,,,,
20130316:1807,231726.0795,,,,,,,,,,,,
20130316:1907,128225.3934,,,,,,,,,,,,
20130316:2007,55694.50861,,,,,,,,,,,,
20130316:2107,-80882.65566,,,,,,,,,,,,
20130316:2207,-262089.9192,,,,,,,,,,,,
20130316:2307,-294163.6216,,,,,,,,,,,,
20130317:0007,-94863.70133,,,,,,,,,,,,
20130317:0107,-10902.17892,,,,,,,,,,,,
20130317:0207,-29799.6892,,,,,,,,,,,,
20130317:0307,-124755.5525,,,,,,,,,,,,
20130317:0407,-224299.3617,,,,,,,,,,,,
20130317:0507,-10860.00334,,,,,,,,,,,,
20130317:0607,202070.0612,,,,,,,,,,,,
20130317:0707,388558.0897,,,,,,,,,,,,
20130317:0807,377835.1215,,,,,,,,,,,,
20130317:0907,483311.646,,,,,,,,,,,,
20130317:1007,710325.6662,,,,,,,,,,,,
20130317:1107,877490.17,,,,,,,,,,,,
20130317:1207,540859.7195,,,,,,,,,,,,
20130317:1307,360348.048,,,,,,,,,,,,
20130317:1407,462500.4056,,,,,,,,,,,,
20130317:1507,628889.3698,,,,,,,,,,,,
20130317:1607,665681.7027,,,,,,,,,,,,
20130317:1707,523214.6029,,,,,,,,,,,,
20130317:1807,-211914.8511,,,,,,,,,,,,
20130317:1907,-394733.4695,,,,,,,,,,,,
20130317:2007,-137267.0542,,,,,,,,,,,,
20130317:2107,141711.0287,,,,,,,,,,,,
20130317:2207,22112.48163,,,,,,,,,,,,
20130317:2307,-127898.6005,,,,,,,,,,,,
20130318:0007,-184831.8452,,,,,,,,,,,,
20130318:0107,-44449.14506,,,,,,,,,,,,
20130318:0207,33638.62113,,,,,,,,,,,,
20130318:0307,45163.83951,,,,,,,,,,,,
20130318:0407,265501.9652,,,,,,,,,,,,
20130318:0507,421778.1613,,,,,,,,,,,,
20130318:0607,557424.4624,,,,,,,,,,,,
20130318:0707,645009.0835,,,,,,,,,,,,
20130318:0807,412879.4881,,,,,,,,,,,,
20130318:0907,197127.8455,,,,,,,,,,,,
20130318:1007,314810.4265,,,,,,,,,,,,
20130318:1107,621475.1829,,,,,,,,,,,,
20130318:1207,705484.2711,,,,,,,,,,,,
20130318:1307,791181.5192,,,,,,,,,,,,
20130318:1407,863072.992,,,,,,,,,,,,
20130318:1507,9631.033992,,,,,,,,,,,,
20130318:1607,-428742.0752,,,,,,,,,,,,
20130318:1707,-258362.0258,,,,,,,,,,,,
20130318:1807,-54928.43016,,,,,,,,,,,,
20130318:1907,-155040.1093,,,,,,,,,,,,
20130318:2007,-258552.8689,,,,,,,,,,,,
20130318:2107,-271844.8703,,,,,,,,,,,,
20130318:2207,-146862.635,,,,,,,,,,,,
20130318:2307,-179061.2762,,,,,,,,,,,,
20130319:0007,-253854.5604,,,,,,,,,,,,
20130319:0107,-279001.9519,,,,,,,,,,,,
20130319:0207,-235244.5718,,,,,,,,,,,,
20130319:0307,-101699.4845,,,,,,,,,,,,
20130319:0407,156803.8471,,,,,,,,,,,,
20130319:0507,773758.825,,,,,,,,,,,,
20130319:0607,520754.8835,,,,,,,,,,,,
20130319:0707,199508.5961,,,,,,,,,,,,
20130319:0807,79436.33771,,,,,,,,,,,,
20130319:0907,253590.0092,,,,,,,,,,,,
20130319:1007,342950.9196,,,,,,,,,,,,
20130319:1107,238550.916,,,,,,,,,,,,
20130319:1207,-374048.6187,,,,,,,,,,,,
20130319:1307,-407258.3283,,,,,,,,,,,,
20130319:1407,-228770.0771,,,,,,,,,,,,
20130319:1507,-103331.5014,,,,,,,,,,,,
20130319:1607,-162300.192,,,,,,,,,,,,
20130319:1707,-190475.7637,,,,,,,,,,,,
20130319:1807,-147349.364,,,,,,,,,,,,
20130319:1907,-22471.72045,,,,,,,,,,,,
20130319:2007,-98637.65437,,,,,,,,,,,,
20130319:2107,-204953.0534,,,,,,,,,,,,
20130319:2207,-256197.313,,,,,,,,,,,,
20130319:2307,-193222.3193,,,,,,,,,,,,
20130320:0007,-135185.2489,,,,,,,,,,,,
20130320:0107,-126839.4002,,,,,,,,,,,,
20130320:0207,-232775.447,,,,,,,,,,,,
20130320:0307,-256702.6629,,,,,,,,,,,,
20130320:0407,-234237.4115,,,,,,,,,,,,
20130320:0507,-220570.3936,,,,,,,,,,,,
20130320:0607,-230984.7457,,,,,,,,,,,,
20130320:0707,-242539.5776,,,,,,,,,,,,
20130320:0807,-249583.0419,,,,,,,,,,,,
20130320:0907,-222896.8294,,,,,,,,,,,,
20130320:1007,-92427.74715,,,,,,,,,,,,
20130320:1107,-31000.10507,,,,,,,,,,,,
20130320:1207,-58376.22715,,,,,,,,,,,,
20130320:1307,-105528.4473,,,,,,,,,,,,
20130320:1407,-144017.2511,,,,,,,,,,,,
20130320:1507,-166832.0754,,,,,,,,,,,,
20130320:1607,-242615.4846,,,,,,,,,,,,
20130320:1707,-152264.9435,,,,,,,,,,,,
20130320:1807,162210.0297,,,,,,,,,,,,
20130320:1907,806603.6338,,,,,,,,,,,,
20130320:2007,815619.5647,,,,,,,,,,,,
20130320:2107,528199.2042,,,,,,,,,,,,
20130320:2207,80616.94064,,,,,,,,,,,,
20130320:2307,-440173.5852,,,,,,,,,,,,
20130321:0007,-216731.9611,,,,,,,,,,,,
20130321:0107,-130989.9334,,,,,,,,,,,,
20130321:0207,-220085.8024,,,,,,,,,,,,
20130321:0307,-284596.2681,,,,,,,,,,,,
20130321:0407,-299705.8511,,,,,,,,,,,,
20130321:0507,-271140.4929,,,,,,,,,,,,
20130321:0607,-172553.4089,,,,,,,,,,,,
20130321:0707,-105797.5229,,,,,,,,,,,,
20130321:0807,-116861.0213,,,,,,,,,,,,
20130321:0907,-167868.5586,,,,,,,,,,,,
20130321:1007,-173198.5655,,,,,,,,,,,,
20130321:1107,-194159.072,,,,,,,,,,,,
20130321:1207,-238930.9858,,,,,,,,,,,,
20130321:1307,-218600.3361,,,,,,,,,,,,
20130321:1407,-82392.7558,,,,,,,,,,,,
20130321:1507,50310.57379,,,,,,,,,,,,
20130321:1607,475064.6824,,,,,,,,,,,,
20130321:1707,617805.286,,,,,,,,,,,,
20130321:1807,636493.4347,,,,,,,,,,,,
20130321:1907,553536.9132,,,,,,,,,,,,
20130321:2007,378239.7031,,,,,,,,,,,,
20130321:2107,404784.0292,,,,,,,,,,,,
20130321:2207,313505.3215,,,,,,,,,,,,
20130321:2307,-139582.6564,,,,,,,,,,,,
20130322:0007,-243119.3274,,,,,,,,,,,,
20130322:0107,-198122.6221,,,,,,,,,,,,
20130322:0207,-100683.5147,,,,,,,,,,,,
20130322:0307,-98610.7,,,,,,,,,,,,
20130322:0407,-200767.7833,,,,,,,,,,,,
20130322:0507,-166026.7409,,,,,,,,,,,,
20130322:0607,-18072.6422,,,,,,,,,,,,
20130322:0707,-33336.32653,,,,,,,,,,,,
20130322:0807,-145130.6998,,,,,,,,,,,,
20130322:0907,-269922.3209,,,,,,,,,,,,
20130322:1007,-95703.71035,,,,,,,,,,,,
20130322:1107,187604.8277,,,,,,,,,,,,
20130322:1207,254709.1857,,,,,,,,,,,,
20130322:1307,426057.9553,,,,,,,,,,,,
20130322:1407,496171.0825,,,,,,,,,,,,
20130322:1507,475159.6222,,,,,,,,,,,,
20130322:1607,360598.9482,,,,,,,,,,,,
20130322:1707,87746.70884,,,,,,,,,,,,
20130322:1807,62720.14891,,,,,,,,,,,,
20130322:1907,78229.97415,,,,,,,,,,,,
20130322:2007,88435.4586,,,,,,,,,,,,
20130322:2107,74230.88111,,,,,,,,,,,,
20130322:2207,90317.20211,,,,,,,,,,,,
20130322:2307,152213.7502,,,,,,,,,,,,
20130323:0007,-150974.4502,,,,,,,,,,,,
20130323:0107,-427739.0963,,,,,,,,,,,,
20130323:0207,-343245.0986,,,,,,,,,,,,
20130323:0307,-122570.716,,,,,,,,,,,,
20130323:0407,-97666.52481,,,,,,,,,,,,
20130323:0507,-125658.0621,,,,,,,,,,,,
20130323:0607,-171035.2915,,,,,,,,,,,,
20130323:0707,-198925.4002,,,,,,,,,,,,
20130323:0807,-122925.4473,,,,,,,,,,,,
20130323:0907,483.3973305,,,,,,,,,,,,
20130323:1007,221651.4853,,,,,,,,,,,,
20130323:1107,228268.3382,,,,,,,,,,,,
20130323:1207,236063.5574,,,,,,,,,,,,
20130323:1307,301101.0305,,,,,,,,,,,,
20130323:1407,314712.6977,,,,,,,,,,,,
20130323:1507,127182.11,,,,,,,,,,,,
20130323:1607,-4919.757728,,,,,,,,,,,,
20130323:1707,-318951.8145,,,,,,,,,,,,
20130323:1807,-364701.1896,,,,,,,,,,,,
20130323:1907,-312912.9614,,,,,,,,,,,,
20130323:2007,-230955.4906,,,,,,,,,,,,
20130323:2107,-164421.9,,,,,,,,,,,,
20130323:2207,-216521.2755,,,,,,,,,,,,
20130323:2307,-253911.9491,,,,,,,,,,,,
20130324:0007,-125960.922,,,,,,,,,,,,
20130324:0107,-17535.07429,,,,,,,,,,,,
20130324:0207,1394.770715,,,,,,,,,,,,
20130324:0307,-91506.63546,,,,,,,,,,,,
20130324:0407,-271052.9886,,,,,,,,,,,,
20130324:0507,6091.628537,,,,,,,,,,,,
20130324:0607,431189.5267,,,,,,,,,,,,
20130324:0707,1096655.974,,,,,,,,,,,,
20130324:0807,1113703.073,,,,,,,,,,,,
20130324:0907,1095845.281,,,,,,,,,,,,
20130324:1007,1169514.095,,,,,,,,,,,,
20130324:1107,1094416.376,,,,,,,,,,,,
20130324:1207,761354.5298,,,,,,,,,,,,
20130324:1307,773883.0196,,,,,,,,,,,,
20130324:1407,1061685.543,,,,,,,,,,,,
20130324:1507,1074617.957,,,,,,,,,,,,
20130324:1607,831319.6602,,,,,,,,,,,,
20130324:1707,375930.3614,,,,,,,,,,,,
20130324:1807,-231462.9519,,,,,,,,,,,,
20130324:1907,29355.60094,,,,,,,,,,,,
20130324:2007,143849.7021,,,,,,,,,,,,
20130324:2107,108959.0969,,,,,,,,,,,,
20130324:2207,103392.8971,,,,,,,,,,,,
20130324:2307,193460.5682,,,,,,,,,,,,
20130325:0007,342870.227,,,,,,,,,,,,
20130325:0107,455562.7384,,,,,,,,,,,,
20130325:0207,308187.4877,,,,,,,,,,,,
20130325:0307,270489.5857,,,,,,,,,,,,
20130325:0407,565467.5795,,,,,,,,,,,,
20130325:0507,797310.8997,,,,,,,,,,,,
20130325:0607,993651.6005,,,,,,,,,,,,
20130325:0707,1090136.626,,,,,,,,,,,,
20130325:0807,942174.5832,,,,,,,,,,,,
20130325:0907,692678.7916,,,,,,,,,,,,
20130325:1007,498154.6148,,,,,,,,,,,,
20130325:1107,824228.0257,,,,,,,,,,,,
20130325:1207,1082763.374,,,,,,,,,,,,
20130325:1307,1103687.887,,,,,,,,,,,,
20130325:1407,910794.7842,,,,,,,,,,,,
20130325:1507,-91830.40149,,,,,,,,,,,,
20130325:1607,-361075.6603,,,,,,,,,,,,
20130325:1707,-114181.4236,,,,,,,,,,,,
20130325:1807,166160.8781,,,,,,,,,,,,
20130325:1907,57934.02956,,,,,,,,,,,,
20130325:2007,-98556.72768,,,,,,,,,,,,
20130325:2107,-193125.0674,,,,,,,,,,,,
20130325:2207,-121569.8924,,,,,,,,,,,,
20130325:2307,29913.02604,,,,,,,,,,,,
20130326:0007,111686.7001,,,,,,,,,,,,
20130326:0107,314823.9311,,,,,,,,,,,,
20130326:0207,391281.3522,,,,,,,,,,,,
20130326:0307,428981.2443,,,,,,,,,,,,
20130326:0407,423352.7502,,,,,,,,,,,,
20130326:0507,449243.7742,,,,,,,,,,,,
20130326:0607,521709.3142,,,,,,,,,,,,
20130326:0707,475744.069,,,,,,,,,,,,
20130326:0807,296010.0162,,,,,,,,,,,,
20130326:0907,242582.3186,,,,,,,,,,,,
20130326:1007,228905.8665,,,,,,,,,,,,
20130326:1107,235888.0216,,,,,,,,,,,,
20130326:1207,-93116.13734,,,,,,,,,,,,
20130326:1307,-264366.7895,,,,,,,,,,,,
20130326:1407,-226001.4389,,,,,,,,,,,,
20130326:1507,-198334.9749,,,,,,,,,,,,
20130326:1607,-229609.1833,,,,,,,,,,,,
20130326:1707,-254151.5225,,,,,,,,,,,,
20130326:1807,-250841.187,,,,,,,,,,,,
20130326:1907,-197779.4178,,,,,,,,,,,,
20130326:2007,-208582.2011,,,,,,,,,,,,
20130326:2107,-242953.5308,,,,,,,,,,,,
20130326:2207,-137107.6692,,,,,,,,,,,,
20130326:2307,-37396.52406,,,,,,,,,,,,
20130327:0007,96052.34955,,,,,,,,,,,,
20130327:0107,259990.1812,,,,,,,,,,,,
20130327:0207,261660.9946,,,,,,,,,,,,
20130327:0307,-58188.85614,,,,,,,,,,,,
20130327:0407,-122902.8054,,,,,,,,,,,,
20130327:0507,-13815.45322,,,,,,,,,,,,
20130327:0607,51705.73769,,,,,,,,,,,,
20130327:0707,111485.605,,,,,,,,,,,,
20130327:0807,181302.6508,,,,,,,,,,,,
20130327:0907,103513.2636,,,,,,,,,,,,
20130327:1007,-255090.4733,,,,,,,,,,,,
20130327:1107,-300181.3983,,,,,,,,,,,,
20130327:1207,-25172.59954,,,,,,,,,,,,
20130327:1307,83649.54591,,,,,,,,,,,,
20130327:1407,89466.43186,,,,,,,,,,,,
20130327:1507,15989.43426,,,,,,,,,,,,
20130327:1607,-159765.0057,,,,,,,,,,,,
20130327:1707,-75986.1479,,,,,,,,,,,,
20130327:1807,103596.3224,,,,,,,,,,,,
20130327:1907,645697.6547,,,,,,,,,,,,
20130327:2007,821145.6144,,,,,,,,,,,,
20130327:2107,852912.4523,,,,,,,,,,,,
20130327:2207,743613.5204,,,,,,,,,,,,
20130327:2307,377029.96,,,,,,,,,,,,
20130328:0007,480828.486,,,,,,,,,,,,
20130328:0107,695624.0116,,,,,,,,,,,,
20130328:0207,870902.6521,,,,,,,,,,,,
20130328:0307,765183.2351,,,,,,,,,,,,
20130328:0407,648349.362,,,,,,,,,,,,
20130328:0507,616859.1676,,,,,,,,,,,,
20130328:0607,319220.6551,,,,,,,,,,,,
20130328:0707,-87137.3241,,,,,,,,,,,,
20130328:0807,75374.16324,,,,,,,,,,,,
20130328:0907,627408.0377,,,,,,,,,,,,
20130328:1007,618908.6503,,,,,,,,,,,,
20130328:1107,350175.9105,,,,,,,,,,,,
20130328:1207,-10960.58765,,,,,,,,,,,,
20130328:1307,-279062.7505,,,,,,,,,,,,
20130328:1407,128538.5258,,,,,,,,,,,,
20130328:1507,455156.278,,,,,,,,,,,,
20130328:1607,1006578.734,,,,,,,,,,,,
20130328:1707,1104975.482,,,,,,,,,,,,
20130328:1807,1115691.726,,,,,,,,,,,,
20130328:1907,1103505.441,,,,,,,,,,,,
20130328:2007,889996.7537,,,,,,,,,,,,
20130328:2107,739259.0965,,,,,,,,,,,,
20130328:2207,667741.4651,,,,,,,,,,,,
20130328:2307,1318884.828,,,,,,,,,,,,
20130329:0007,1606499.893,,,,,,,,,,,,
20130329:0107,1506960.777,,,,,,,,,,,,
20130329:0207,1100073.453,,,,,,,,,,,,
20130329:0307,60397.19959,,,,,,,,,,,,
20130329:0407,244154.0651,,,,,,,,,,,,
20130329:0507,504955.2133,,,,,,,,,,,,
20130329:0607,320886.7753,,,,,,,,,,,,
20130329:0707,81080.38192,,,,,,,,,,,,
20130329:0807,-45294.69882,,,,,,,,,,,,
20130329:0907,-38166.82599,,,,,,,,,,,,
20130329:1007,146931.8244,,,,,,,,,,,,
20130329:1107,164911.1844,,,,,,,,,,,,
20130329:1207,139186.4307,,,,,,,,,,,,
20130329:1307,479718.8979,,,,,,,,,,,,
20130329:1407,717226.4679,,,,,,,,,,,,
20130329:1507,798777.2179,,,,,,,,,,,,
20130329:1607,690243.6329,,,,,,,,,,,,
20130329:1707,459681.9372,,,,,,,,,,,,
20130329:1807,212343.4376,,,,,,,,,,,,
20130329:1907,772029.8661,,,,,,,,,,,,
20130329:2007,1204127.84,,,,,,,,,,,,
20130329:2107,919591.6191,,,,,,,,,,,,
20130329:2207,412676.3044,,,,,,,,,,,,
20130329:2307,-10656.56279,,,,,,,,,,,,
20130330:0007,-189708.8434,,,,,,,,,,,,
20130330:0107,-160582.589,,,,,,,,,,,,
20130330:0207,-45016.68777,,,,,,,,,,,,
20130330:0307,-89504.56719,,,,,,,,,,,,
20130330:0407,-253548.6697,,,,,,,,,,,,
20130330:0507,-260141.6757,,,,,,,,,,,,
20130330:0607,-207243.5886,,,,,,,,,,,,
20130330:0707,-136927.0875,,,,,,,,,,,,
20130330:0807,-62236.54391,,,,,,,,,,,,
20130330:0907,10827.32146,,,,,,,,,,,,
20130330:1007,135022.9811,,,,,,,,,,,,
20130330:1107,491394.9275,,,,,,,,,,,,
20130330:1207,557496.9571,,,,,,,,,,,,
20130330:1307,522322.0174,,,,,,,,,,,,
20130330:1407,452361.9696,,,,,,,,,,,,
20130330:1507,567107.8752,,,,,,,,,,,,
20130330:1607,742809.698,,,,,,,,,,,,
20130330:1707,672936.915,,,,,,,,,,,,
20130330:1807,945767.4096,,,,,,,,,,,,
20130330:1907,1173136.651,,,,,,,,,,,,
20130330:2007,1229847.383,,,,,,,,,,,,
20130330:2107,1093276.617,,,,,,,,,,,,
20130330:2207,114895.5943,,,,,,,,,,,,
20130330:2307,-181126.1885,,,,,,,,,,,,
20130331:0007,50041.76788,,,,,,,,,,,,
20130331:0107,204184.9327,,,,,,,,,,,,
20130331:0207,50148.54125,,,,,,,,,,,,
20130331:0307,-84458.29773,,,,,,,,,,,,
20130331:0407,-89388.66002,,,,,,,,,,,,
20130331:0507,217500.417,,,,,,,,,,,,
20130331:0607,326759.1594,,,,,,,,,,,,
20130331:0707,309531.7334,,,,,,,,,,,,
20130331:0807,484052.3253,,,,,,,,,,,,
20130331:0907,625024.835,,,,,,,,,,,,
20130331:1007,742468.6813,,,,,,,,,,,,
20130331:1107,805891.949,,,,,,,,,,,,
20130331:1207,727802.4978,,,,,,,,,,,,
20130331:1307,707169.7211,,,,,,,,,,,,
20130331:1407,774074.5082,,,,,,,,,,,,
20130331:1507,714990.5225,,,,,,,,,,,,
20130331:1607,604286.6565,,,,,,,,,,,,
20130331:1707,518742.5067,,,,,,,,,,,,
20130331:1807,461259.3151,,,,,,,,,,,,
20130331:1907,190359.038,,,,,,,,,,,,
20130331:2007,240892.0171,,,,,,,,,,,,
20130331:2107,333847.9765,,,,,,,,,,,,
20130331:2207,238168.1956,,,,,,,,,,,,
20130331:2307,150215.8102,,,,,,,,,,,,
20130401:0007,132059.3001,,,,,,,,,,,,
20130401:0107,177434.4897,,,,,,,,,,,,
20130401:0207,225476.2585,,,,,,,,,,,,
20130401:0307,231276.6646,,,,,,,,,,,,
20130401:0407,312878.6176,,,,,,,,,,,,
20130401:0507,537348.3478,,,,,,,,,,,,
20130401:0607,598781.0829,,,,,,,,,,,,
20130401:0707,691326.2009,,,,,,,,,,,,
20130401:0807,816509.7727,,,,,,,,,,,,
20130401:0907,657928.6173,,,,,,,,,,,,
20130401:1007,320630.1698,,,,,,,,,,,,
20130401:1107,302841.4476,,,,,,,,,,,,
20130401:1207,994793.8397,,,,,,,,,,,,
20130401:1307,1264648.624,,,,,,,,,,,,
20130401:1407,1323874.331,,,,,,,,,,,,
20130401:1507,1253112.543,,,,,,,,,,,,
20130401:1607,261026.6031,,,,,,,,,,,,
20130401:1707,-243820.7251,,,,,,,,,,,,
20130401:1807,-15680.8303,,,,,,,,,,,,
20130401:1907,216776.2938,,,,,,,,,,,,
20130401:2007,54161.40987,,,,,,,,,,,,
20130401:2107,-115911.0889,,,,,,,,,,,,
20130401:2207,-150814.7997,,,,,,,,,,,,
20130401:2307,-6238.246765,,,,,,,,,,,,
20130402:0007,-11809.35291,,,,,,,,,,,,
20130402:0107,37637.59439,,,,,,,,,,,,
20130402:0207,375448.7578,,,,,,,,,,,,
20130402:0307,532455.7155,,,,,,,,,,,,
20130402:0407,626438.3959,,,,,,,,,,,,
20130402:0507,663110.3134,,,,,,,,,,,,
20130402:0607,633616.1716,,,,,,,,,,,,
20130402:0707,574945.808,,,,,,,,,,,,
20130402:0807,547657.3819,,,,,,,,,,,,
20130402:0907,516889.1916,,,,,,,,,,,,
20130402:1007,560267.8541,,,,,,,,,,,,
20130402:1107,634924.521,,,,,,,,,,,,
20130402:1207,683667.9457,,,,,,,,,,,,
20130402:1307,-16973.79754,,,,,,,,,,,,
20130402:1407,-441152.457,,,,,,,,,,,,
20130402:1507,-297316.2562,,,,,,,,,,,,
20130402:1607,-44739.68061,,,,,,,,,,,,
20130402:1707,-82793.36631,,,,,,,,,,,,
20130402:1807,-172970.9384,,,,,,,,,,,,
20130402:1907,-238757.6501,,,,,,,,,,,,
20130402:2007,-217753.5384,,,,,,,,,,,,
20130402:2107,-117272.5867,,,,,,,,,,,,
20130402:2207,-40271.51029,,,,,,,,,,,,
20130402:2307,82852.59191,,,,,,,,,,,,
20130403:0007,91905.19701,,,,,,,,,,,,
20130403:0107,200196.3836,,,,,,,,,,,,
20130403:0207,440669.1148,,,,,,,,,,,,
20130403:0307,859788.532,,,,,,,,,,,,
20130403:0407,713663.5147,,,,,,,,,,,,
