TimeStamp,wSpeed100,,,,w250,w300,w350,w400
774.5,2.97,,,,,,,
774.501,4,,,,,,,
774.75,4.17,,,,,,,
774.7501,3.44,,,,,,,
775,2.65,,,,,,,
775.01,1.84,,,,,,,
775.25,1.14,,,,,,,
775.2501,1.23,,,,,,,
775.5,0.93,,,,,,,
775.501,0.72,,,,,,,
775.75,0.64,,,,,,,
775.7501,0.62,,,,,,,
776,7.4,,,,,,,
776.01,8,,,,,,,
776.25,3.78,,,,,,,
776.2501,2.78,,,,,,,
776.5,4.61,,,,,,,
776.501,3.84,,,,,,,
776.75,3.91,,,,,,,
776.7501,4.96,,,,,,,
777,4.73,,,,,,,
777.01,2.14,,,,,,,
777.25,2.67,,,,,,,
777.2501,7.19,,,,,,,
777.5,7.1,,,,,,,
777.501,6.94,,,,,,,
777.75,6.06,,,,,,,
777.7501,5.75,,,,,,,
778,4.89,,,,,,,
778.01,3.35,,,,,,,
778.25,2.44,,,,,,,
778.2501,1.67,,,,,,,
778.5,1.05,,,,,,,
778.501,1.56,,,,,,,
778.75,4.22,,,,,,,
778.7501,5.18,,,,,,,
779,1.36,,,,,,,
779.01,8.65,,,,,,,
779.25,9.7,,,,,,,
779.2501,4.16,,,,,,,
779.5,3.94,,,,,,,
779.501,5.09,,,,,,,
779.75,7.93,,,,,,,
779.7501,6.67,,,,,,,
780,6.72,,,,,,,
780.01,5.89,,,,,,,
780.25,6.12,,,,,,,
780.2501,6.61,,,,,,,
780.5,7.26,,,,,,,
780.501,8.22,,,,,,,
780.75,7.09,,,,,,,
780.7501,5.76,,,,,,,
781,5.56,,,,,,,
781.01,5.26,,,,,,,
781.25,4.2,,,,,,,
781.2501,3.28,,,,,,,
781.5,2.86,,,,,,,
781.501,2.15,,,,,,,
781.75,1.75,,,,,,,
781.7501,2.28,,,,,,,
782,3.29,,,,,,,
782.01,4.76,,,,,,,
782.25,5.56,,,,,,,
782.2501,6.57,,,,,,,
782.5,10.1,,,,,,,
782.501,10.03,,,,,,,
782.75,10.5,,,,,,,
782.7501,10.28,,,,,,,
783,9.32,,,,,,,
783.01,7.85,,,,,,,
783.25,8.23,,,,,,,
783.2501,1.97,,,,,,,
783.5,2.27,,,,,,,
783.501,1.84,,,,,,,
783.75,2.88,,,,,,,
783.7501,2.36,,,,,,,
784,1.94,,,,,,,
784.01,3.34,,,,,,,
784.25,3.69,,,,,,,
784.2501,3.59,,,,,,,
784.5,4,,,,,,,
784.501,4.46,,,,,,,
784.75,5.08,,,,,,,
784.7501,5.29,,,,,,,
785,4.83,,,,,,,
785.01,3.98,,,,,,,
785.25,3.69,,,,,,,
785.2501,9.18,,,,,,,
785.5,10.62,,,,,,,
785.501,5.84,,,,,,,
785.75,4.8,,,,,,,
785.7501,3.67,,,,,,,
786,1.88,,,,,,,
786.01,0.94,,,,,,,
786.25,3.43,,,,,,,
786.2501,4.7,,,,,,,
786.5,4.89,,,,,,,
786.501,2.57,,,,,,,
786.75,3.18,,,,,,,
786.7501,5.84,,,,,,,
787,5.91,,,,,,,
787.01,5.6,,,,,,,
787.25,3.81,,,,,,,
787.2501,2.75,,,,,,,
787.5,2.45,,,,,,,
787.501,2.78,,,,,,,
787.75,4,,,,,,,
787.7501,4.97,,,,,,,
788,5.66,,,,,,,
788.01,6.04,,,,,,,
788.25,6.23,,,,,,,
788.2501,8.57,,,,,,,
788.5,11.68,,,,,,,
788.501,10.28,,,,,,,
788.75,7.95,,,,,,,
788.7501,6.58,,,,,,,
789,7.14,,,,,,,
789.01,7.59,,,,,,,
789.25,5.61,,,,,,,
789.2501,7.42,,,,,,,
789.5,7.48,,,,,,,
789.501,7.45,,,,,,,
789.75,6.1,,,,,,,
789.7501,5.81,,,,,,,
790,5.09,,,,,,,
790.01,3.58,,,,,,,
790.25,1.6,,,,,,,
790.2501,1.4,,,,,,,
790.5,3.99,,,,,,,
790.501,7.07,,,,,,,
790.75,7.04,,,,,,,
790.7501,5.82,,,,,,,
791,8.29,,,,,,,
791.01,15.57,,,,,,,
791.25,8.22,,,,,,,
791.2501,3.13,,,,,,,
791.5,5.71,,,,,,,
791.501,5.91,,,,,,,
791.75,6.5,,,,,,,
791.7501,7.41,,,,,,,
792,8.8,,,,,,,
792.01,8.93,,,,,,,
792.25,8.62,,,,,,,
792.2501,9.8,,,,,,,
792.5,9.95,,,,,,,
792.501,10.31,,,,,,,
792.75,8.31,,,,,,,
792.7501,8.14,,,,,,,
793,8.38,,,,,,,
793.01,8.68,,,,,,,
793.25,7.65,,,,,,,
793.2501,6.3,,,,,,,
793.5,6.09,,,,,,,
793.501,6.15,,,,,,,
793.75,6.35,,,,,,,
793.7501,6.6,,,,,,,
794,7.11,,,,,,,
794.01,6.86,,,,,,,
794.25,7.08,,,,,,,
794.2501,13.08,,,,,,,
794.5,10.42,,,,,,,
794.501,11.48,,,,,,,
794.75,10.75,,,,,,,
794.7501,5.94,,,,,,,
795,5.66,,,,,,,
795.01,7.05,,,,,,,
795.25,7.38,,,,,,,
795.2501,7,,,,,,,
795.5,8.21,,,,,,,
795.501,8.86,,,,,,,
795.75,7.58,,,,,,,
795.7501,7.65,,,,,,,
796,7.31,,,,,,,
796.01,5.63,,,,,,,
796.25,3.58,,,,,,,
796.2501,1.68,,,,,,,
796.5,0.92,,,,,,,
796.501,2.23,,,,,,,
796.75,4.51,,,,,,,
796.7501,5.66,,,,,,,
797,6.61,,,,,,,
797.01,9.14,,,,,,,
797.25,7.16,,,,,,,
797.2501,9.33,,,,,,,
797.5,10.78,,,,,,,
797.501,9.89,,,,,,,
797.75,8.11,,,,,,,
797.7501,6.78,,,,,,,
798,4.02,,,,,,,
798.01,4.37,,,,,,,
798.25,5.44,,,,,,,
798.2501,4.58,,,,,,,
798.5,3.24,,,,,,,
798.501,2.71,,,,,,,
798.75,1.82,,,,,,,
798.7501,2.55,,,,,,,
799,5.16,,,,,,,
799.01,4.51,,,,,,,
799.25,4.66,,,,,,,
799.2501,3.93,,,,,,,
799.5,2.9,,,,,,,
799.501,1.76,,,,,,,
799.75,1.27,,,,,,,
799.7501,2.04,,,,,,,
800,4.13,,,,,,,
800.01,5.75,,,,,,,
800.25,4.45,,,,,,,
800.2501,4.01,,,,,,,
800.5,8.96,,,,,,,
800.501,10.62,,,,,,,
800.75,10.11,,,,,,,
800.7501,10.06,,,,,,,
801,10.59,,,,,,,
801.01,10.35,,,,,,,
801.25,10.08,,,,,,,
801.2501,9.34,,,,,,,
801.5,9.43,,,,,,,
801.501,8.53,,,,,,,
801.75,7.21,,,,,,,
801.7501,7.04,,,,,,,
802,6.09,,,,,,,
802.01,4.01,,,,,,,
802.25,1.88,,,,,,,
802.2501,1.26,,,,,,,
802.5,3.95,,,,,,,
802.501,4.99,,,,,,,
802.75,5.62,,,,,,,
802.7501,5.44,,,,,,,
803,4.51,,,,,,,
803.01,5.48,,,,,,,
803.25,5.1,,,,,,,
803.2501,5.74,,,,,,,
803.5,9.75,,,,,,,
803.501,10.95,,,,,,,
803.75,11.82,,,,,,,
803.7501,11.15,,,,,,,
804,10.44,,,,,,,
804.01,11.04,,,,,,,
804.25,11.9,,,,,,,
804.2501,11.72,,,,,,,
804.5,11.28,,,,,,,
804.501,10.76,,,,,,,
804.75,8.68,,,,,,,
804.7501,8.51,,,,,,,
805,9.42,,,,,,,
805.01,9.87,,,,,,,
805.25,9.67,,,,,,,
805.2501,9.59,,,,,,,
805.5,8.78,,,,,,,
805.501,8.14,,,,,,,
805.75,8.12,,,,,,,
805.7501,8.08,,,,,,,
806,7.63,,,,,,,
806.01,7.41,,,,,,,
806.25,9.52,,,,,,,
806.2501,11.79,,,,,,,
806.5,12.04,,,,,,,
806.501,12.01,,,,,,,
806.75,11.33,,,,,,,
806.7501,10.79,,,,,,,
807,10.52,,,,,,,
807.01,7.98,,,,,,,
807.25,7.57,,,,,,,
807.2501,9.84,,,,,,,
807.5,9.94,,,,,,,
807.501,9.23,,,,,,,
807.75,7.21,,,,,,,
807.7501,7.61,,,,,,,
808,7.57,,,,,,,
808.01,6.46,,,,,,,
808.25,5.71,,,,,,,
808.2501,5.12,,,,,,,
808.5,4.74,,,,,,,
808.501,4.8,,,,,,,
808.75,5.47,,,,,,,
808.7501,6.52,,,,,,,
809,7.06,,,,,,,
809.01,9.47,,,,,,,
809.25,10.59,,,,,,,
809.2501,10.84,,,,,,,
809.5,11.43,,,,,,,
809.501,11.5,,,,,,,
809.75,11.07,,,,,,,
809.7501,11.09,,,,,,,
810,10.92,,,,,,,
810.01,11.02,,,,,,,
810.25,10.62,,,,,,,
810.2501,5.9,,,,,,,
810.5,4.49,,,,,,,
810.501,3.8,,,,,,,
810.75,1.71,,,,,,,
810.7501,3.06,,,,,,,
811,4.51,,,,,,,
811.01,4.29,,,,,,,
811.25,3.92,,,,,,,
811.2501,3.5,,,,,,,
811.5,3.44,,,,,,,
811.501,3.18,,,,,,,
811.75,3.01,,,,,,,
811.7501,3.61,,,,,,,
812,4.69,,,,,,,
812.01,6.6,,,,,,,
812.25,8.22,,,,,,,
812.2501,10.8,,,,,,,
812.5,10.05,,,,,,,
812.501,10.05,,,,,,,
812.75,10.14,,,,,,,
812.7501,10.3,,,,,,,
813,10.68,,,,,,,
813.01,10.85,,,,,,,
813.25,11.02,,,,,,,
813.2501,11.35,,,,,,,
813.5,11.35,,,,,,,
813.501,11.71,,,,,,,
813.75,10.13,,,,,,,
813.7501,8.89,,,,,,,
814,7.95,,,,,,,
814.01,6.75,,,,,,,
814.25,5.41,,,,,,,
814.2501,4.23,,,,,,,
814.5,3.5,,,,,,,
814.501,3.3,,,,,,,
814.75,3.42,,,,,,,
814.7501,4.3,,,,,,,
815,5.8,,,,,,,
815.01,7.99,,,,,,,
815.25,10.85,,,,,,,
815.2501,11.12,,,,,,,
815.5,11.54,,,,,,,
815.501,10.9,,,,,,,
815.75,10.55,,,,,,,
815.7501,11.25,,,,,,,
816,10.61,,,,,,,
816.01,10.46,,,,,,,
816.25,10.35,,,,,,,
816.2501,10.32,,,,,,,
816.5,10.48,,,,,,,
816.501,9.89,,,,,,,
816.75,7.57,,,,,,,
816.7501,5.45,,,,,,,
817,4.51,,,,,,,
817.01,4.25,,,,,,,
817.25,4.13,,,,,,,
817.2501,3.78,,,,,,,
817.5,3.33,,,,,,,
817.501,2.92,,,,,,,
817.75,2.39,,,,,,,
817.7501,1.99,,,,,,,
818,2.14,,,,,,,
818.01,4.31,,,,,,,
818.25,6.18,,,,,,,
818.2501,6.96,,,,,,,
818.5,9.69,,,,,,,
818.501,10.37,,,,,,,
818.75,10.41,,,,,,,
818.7501,9.98,,,,,,,
819,9.79,,,,,,,
819.01,9.92,,,,,,,
819.25,10.27,,,,,,,
819.2501,8.79,,,,,,,
819.5,9.05,,,,,,,
819.501,9.23,,,,,,,
819.75,7.11,,,,,,,
819.7501,3.71,,,,,,,
820,4.1,,,,,,,
820.01,3.47,,,,,,,
820.25,3.04,,,,,,,
820.2501,2.38,,,,,,,
820.5,1.83,,,,,,,
820.501,1.84,,,,,,,
820.75,1.96,,,,,,,
820.7501,2.3,,,,,,,
821,3.95,,,,,,,
821.01,7.14,,,,,,,
821.25,10.74,,,,,,,
821.2501,10.87,,,,,,,
821.5,11.29,,,,,,,
821.501,11.32,,,,,,,
821.75,10.96,,,,,,,
821.7501,10.74,,,,,,,
822,10.36,,,,,,,
822.01,10.33,,,,,,,
822.25,10.45,,,,,,,
822.2501,10.29,,,,,,,
822.5,10.26,,,,,,,
822.501,10.48,,,,,,,
822.75,8.51,,,,,,,
822.7501,7.11,,,,,,,
823,8.63,,,,,,,
823.01,7.18,,,,,,,
823.25,5.16,,,,,,,
823.2501,4.57,,,,,,,
823.5,3.32,,,,,,,
823.501,2.29,,,,,,,
823.75,1.64,,,,,,,
823.7501,1.21,,,,,,,
824,2.18,,,,,,,
824.01,4.62,,,,,,,
824.25,6.72,,,,,,,
824.2501,6.58,,,,,,,
824.5,10.17,,,,,,,
824.501,10.46,,,,,,,
824.75,10.47,,,,,,,
824.7501,10.22,,,,,,,
825,10.34,,,,,,,
825.01,10.5,,,,,,,
825.25,10.28,,,,,,,
825.2501,9.34,,,,,,,
825.5,9.53,,,,,,,
825.501,9.67,,,,,,,
825.75,8.61,,,,,,,
825.7501,6.09,,,,,,,
826,6.31,,,,,,,
826.01,6.01,,,,,,,
826.25,5.22,,,,,,,
826.2501,4.11,,,,,,,
826.5,3.83,,,,,,,
826.501,3.88,,,,,,,
826.75,4.21,,,,,,,
826.7501,4.83,,,,,,,
827,5.45,,,,,,,
827.01,6.5,,,,,,,
827.25,10.28,,,,,,,
827.2501,11.44,,,,,,,
827.5,11.47,,,,,,,
827.501,11.43,,,,,,,
827.75,11.43,,,,,,,
827.7501,11.36,,,,,,,
828,10.98,,,,,,,
828.01,10.73,,,,,,,
828.25,10.69,,,,,,,
828.2501,10.67,,,,,,,
828.5,10.41,,,,,,,
828.501,7.6,,,,,,,
828.75,4.56,,,,,,,
828.7501,2.78,,,,,,,
829,3.86,,,,,,,
829.01,4.54,,,,,,,
829.25,4.49,,,,,,,
829.2501,3.66,,,,,,,
829.5,3.51,,,,,,,
829.501,3.98,,,,,,,
829.75,4.27,,,,,,,
829.7501,4.42,,,,,,,
830,4.87,,,,,,,
830.01,5.63,,,,,,,
830.25,6.24,,,,,,,
830.2501,10.14,,,,,,,
830.5,11.42,,,,,,,
830.501,10.96,,,,,,,
830.75,10.65,,,,,,,
830.7501,10.97,,,,,,,
831,11.09,,,,,,,
831.01,11.33,,,,,,,
831.25,10.92,,,,,,,
831.2501,12.08,,,,,,,
831.5,11.01,,,,,,,
831.501,8.19,,,,,,,
831.75,6.53,,,,,,,
831.7501,9.07,,,,,,,
832,9.97,,,,,,,
832.01,9.11,,,,,,,
832.25,7.76,,,,,,,
832.2501,6.88,,,,,,,
832.5,6.11,,,,,,,
832.501,6.28,,,,,,,
832.75,6.45,,,,,,,
832.7501,6.88,,,,,,,
833,8.13,,,,,,,
833.01,9.8,,,,,,,
833.25,10.97,,,,,,,
833.2501,11.2,,,,,,,
833.5,11.33,,,,,,,
833.501,11.04,,,,,,,
833.75,10.97,,,,,,,
833.7501,10.43,,,,,,,
834,10.18,,,,,,,
834.01,9.89,,,,,,,
834.25,9.63,,,,,,,
834.2501,10.02,,,,,,,
834.5,10.35,,,,,,,
834.501,10.09,,,,,,,
834.75,9.16,,,,,,,
834.7501,8.65,,,,,,,
835,7.2,,,,,,,
835.01,5.53,,,,,,,
835.25,5.3,,,,,,,
835.2501,4.5,,,,,,,
835.5,3.51,,,,,,,
835.501,3.49,,,,,,,
835.75,3.65,,,,,,,
835.7501,4.17,,,,,,,
836,5.15,,,,,,,
836.01,6.85,,,,,,,
836.25,9.44,,,,,,,
836.2501,10.07,,,,,,,
836.5,9.98,,,,,,,
836.501,9.76,,,,,,,
836.75,9.89,,,,,,,
836.7501,9.7,,,,,,,
837,9.92,,,,,,,
837.01,9.93,,,,,,,
837.25,9.5,,,,,,,
837.2501,10.75,,,,,,,
837.5,10.82,,,,,,,
837.501,10.38,,,,,,,
837.75,8.47,,,,,,,
837.7501,8.45,,,,,,,
838,7.35,,,,,,,
838.01,7.04,,,,,,,
838.25,6.69,,,,,,,
838.2501,6.35,,,,,,,
838.5,6.43,,,,,,,
838.501,6.08,,,,,,,
838.75,6.15,,,,,,,
838.7501,6.55,,,,,,,
839,7.19,,,,,,,
839.01,8.2,,,,,,,
839.25,9.51,,,,,,,
839.2501,10.24,,,,,,,
839.5,10.14,,,,,,,
839.501,10.51,,,,,,,
839.75,10.24,,,,,,,
839.7501,10.42,,,,,,,
840,11.22,,,,,,,
840.01,11.78,,,,,,,
840.25,12.07,,,,,,,
840.2501,11.93,,,,,,,
840.5,11.89,,,,,,,
840.501,11.86,,,,,,,
840.75,9.98,,,,,,,
840.7501,9.42,,,,,,,
841,9.5,,,,,,,
841.01,9.49,,,,,,,
841.25,9.26,,,,,,,
841.2501,7.72,,,,,,,
841.5,6.71,,,,,,,
841.501,5.44,,,,,,,
841.75,4.9,,,,,,,
841.7501,4.54,,,,,,,
842,4.82,,,,,,,
842.01,6.5,,,,,,,
842.25,8.66,,,,,,,
842.2501,10.8,,,,,,,
842.5,11.33,,,,,,,
842.501,11.46,,,,,,,
842.75,11.75,,,,,,,
842.7501,11.8,,,,,,,
843,11.88,,,,,,,
843.01,12.15,,,,,,,
843.25,12.22,,,,,,,
843.2501,11.78,,,,,,,
843.5,11.58,,,,,,,
843.501,11.49,,,,,,,
843.75,9.68,,,,,,,
843.7501,8.62,,,,,,,
844,8.51,,,,,,,
844.01,7.83,,,,,,,
844.25,7.04,,,,,,,
844.2501,6.53,,,,,,,
844.5,5.4,,,,,,,
844.501,4.72,,,,,,,
844.75,4.96,,,,,,,
844.7501,5.83,,,,,,,
845,6.94,,,,,,,
845.01,7.79,,,,,,,
845.25,9.57,,,,,,,
845.2501,10.33,,,,,,,
845.5,10.52,,,,,,,
845.501,10.31,,,,,,,
845.75,9.93,,,,,,,
845.7501,10.04,,,,,,,
846,10.22,,,,,,,
846.01,10.4,,,,,,,
846.25,9.69,,,,,,,
846.2501,9.3,,,,,,,
846.5,9.31,,,,,,,
846.501,8.17,,,,,,,
846.75,7,,,,,,,
846.7501,7.95,,,,,,,
847,7.38,,,,,,,
847.01,5.55,,,,,,,
847.25,3.44,,,,,,,
847.2501,2.36,,,,,,,
847.5,2.75,,,,,,,
847.501,4.31,,,,,,,
847.75,5.62,,,,,,,
847.7501,6.21,,,,,,,
848,6.16,,,,,,,
848.01,7.4,,,,,,,
848.25,9.95,,,,,,,
848.2501,9.21,,,,,,,
848.5,4.34,,,,,,,
848.501,6.32,,,,,,,
848.75,8.95,,,,,,,
848.7501,9.27,,,,,,,
849,9,,,,,,,
849.01,6.65,,,,,,,
849.25,7.53,,,,,,,
849.2501,0.98,,,,,,,
849.5,1.44,,,,,,,
849.501,2.09,,,,,,,
849.75,2.18,,,,,,,
849.7501,1.44,,,,,,,
850,0.7,,,,,,,
850.01,1.06,,,,,,,
850.25,1.77,,,,,,,
850.2501,3.4,,,,,,,
850.5,4.28,,,,,,,
850.501,4.3,,,,,,,
850.75,4.35,,,,,,,
850.7501,5.46,,,,,,,
851,5.72,,,,,,,
851.01,7.5,,,,,,,
851.25,5.37,,,,,,,
851.2501,10.05,,,,,,,
851.5,4.24,,,,,,,
851.501,2.49,,,,,,,
851.75,3.32,,,,,,,
851.7501,2.2,,,,,,,
852,3.15,,,,,,,
852.01,4.69,,,,,,,
852.25,6.19,,,,,,,
852.2501,6.86,,,,,,,
852.5,7.23,,,,,,,
852.501,7.55,,,,,,,
852.75,6.18,,,,,,,
852.7501,5.27,,,,,,,
853,5.36,,,,,,,
853.01,6.6,,,,,,,
853.25,6.76,,,,,,,
853.2501,5.31,,,,,,,
853.5,4.7,,,,,,,
853.501,5.34,,,,,,,
853.75,5.95,,,,,,,
853.7501,6.47,,,,,,,
854,7.33,,,,,,,
854.01,11.49,,,,,,,
854.25,10.26,,,,,,,
854.2501,9.92,,,,,,,
854.5,8.47,,,,,,,
854.501,7.79,,,,,,,
854.75,8.68,,,,,,,
854.7501,9.24,,,,,,,
855,5.03,,,,,,,
855.01,2.35,,,,,,,
855.25,0.66,,,,,,,
855.2501,8.02,,,,,,,
855.5,8.22,,,,,,,
855.501,7.92,,,,,,,
855.75,6.54,,,,,,,
855.7501,4.56,,,,,,,
856,4.8,,,,,,,
856.01,5.87,,,,,,,
856.25,6.09,,,,,,,
856.2501,6.3,,,,,,,
856.5,6.34,,,,,,,
856.501,6.35,,,,,,,
856.75,6.23,,,,,,,
856.7501,6.37,,,,,,,
857,6.97,,,,,,,
857.01,8.65,,,,,,,
857.25,10.42,,,,,,,
857.2501,10.84,,,,,,,
857.5,10.96,,,,,,,
857.501,10.87,,,,,,,
857.75,10.52,,,,,,,
857.7501,10.52,,,,,,,
858,9.59,,,,,,,
858.01,8.52,,,,,,,
858.25,9.14,,,,,,,
858.2501,9.33,,,,,,,
858.5,9.56,,,,,,,
858.501,9.53,,,,,,,
858.75,7.57,,,,,,,
858.7501,7.83,,,,,,,
859,7.88,,,,,,,
859.01,7.52,,,,,,,
859.25,7.09,,,,,,,
859.2501,6.49,,,,,,,
859.5,6.11,,,,,,,
859.501,6.14,,,,,,,
859.75,6.67,,,,,,,
859.7501,6.79,,,,,,,
860,7.43,,,,,,,
860.01,8.4,,,,,,,
860.25,10.18,,,,,,,
860.2501,10.86,,,,,,,
860.5,10.93,,,,,,,
860.501,10.77,,,,,,,
860.75,10.73,,,,,,,
860.7501,10.7,,,,,,,
861,11.07,,,,,,,
861.01,11.46,,,,,,,
861.25,11.65,,,,,,,
861.2501,12.54,,,,,,,
861.5,12.73,,,,,,,
861.501,12.68,,,,,,,
861.75,11.17,,,,,,,
861.7501,10.63,,,,,,,
862,10.62,,,,,,,
862.01,9.83,,,,,,,
862.25,9.09,,,,,,,
862.2501,8.21,,,,,,,
862.5,7.9,,,,,,,
862.501,7.56,,,,,,,
862.75,7.33,,,,,,,
862.7501,7.94,,,,,,,
863,8.82,,,,,,,
863.01,9.64,,,,,,,
863.25,10.49,,,,,,,
863.2501,10.57,,,,,,,
863.5,10.75,,,,,,,
863.501,10.7,,,,,,,
863.75,10.44,,,,,,,
863.7501,10.28,,,,,,,
864,10.55,,,,,,,
864.01,10.62,,,,,,,
864.25,10.77,,,,,,,
864.2501,10.7,,,,,,,
864.5,10.79,,,,,,,
864.501,11.17,,,,,,,
864.75,9.3,,,,,,,
864.7501,9.28,,,,,,,
865,8.54,,,,,,,
865.01,7.3,,,,,,,
865.25,6.66,,,,,,,
865.2501,6.1,,,,,,,
865.5,5.76,,,,,,,
865.501,5.35,,,,,,,
865.75,5.52,,,,,,,
865.7501,6.45,,,,,,,
866,7.86,,,,,,,
866.01,9.36,,,,,,,
866.25,10.54,,,,,,,
866.2501,10.69,,,,,,,
866.5,10.56,,,,,,,
866.501,10.3,,,,,,,
866.75,9.78,,,,,,,
866.7501,9.6,,,,,,,
867,9.51,,,,,,,
867.01,9.45,,,,,,,
867.25,9.99,,,,,,,
867.2501,10.22,,,,,,,
867.5,10.72,,,,,,,
867.501,10.89,,,,,,,
867.75,10.08,,,,,,,
867.7501,8.1,,,,,,,
868,7.85,,,,,,,
868.01,7.31,,,,,,,
868.25,6.65,,,,,,,
868.2501,5.76,,,,,,,
868.5,5.34,,,,,,,
868.501,4.83,,,,,,,
868.75,5.02,,,,,,,
868.7501,5.79,,,,,,,
869,6.71,,,,,,,
869.01,8.8,,,,,,,
869.25,11.28,,,,,,,
869.2501,11.19,,,,,,,
869.5,11.12,,,,,,,
869.501,10.92,,,,,,,
869.75,10.48,,,,,,,
869.7501,10.09,,,,,,,
870,10.09,,,,,,,
870.01,10.13,,,,,,,
870.25,10.48,,,,,,,
870.2501,10.84,,,,,,,
870.5,11.28,,,,,,,
870.501,11.3,,,,,,,
870.75,9.7,,,,,,,
870.7501,9.04,,,,,,,
871,8.01,,,,,,,
871.01,6.98,,,,,,,
871.25,6.44,,,,,,,
871.2501,5.98,,,,,,,
871.5,5.99,,,,,,,
871.501,6.26,,,,,,,
871.75,6.57,,,,,,,
871.7501,7.06,,,,,,,
872,7.94,,,,,,,
872.01,9.53,,,,,,,
872.25,11.04,,,,,,,
872.2501,11.16,,,,,,,
872.5,11.29,,,,,,,
872.501,10.8,,,,,,,
872.75,10.8,,,,,,,
872.7501,10.42,,,,,,,
873,10.2,,,,,,,
873.01,10.7,,,,,,,
873.25,11,,,,,,,
873.2501,10.88,,,,,,,
873.5,11.23,,,,,,,
873.501,11.43,,,,,,,
873.75,10.74,,,,,,,
873.7501,8.58,,,,,,,
874,8.97,,,,,,,
874.01,8.29,,,,,,,
874.25,7.82,,,,,,,
874.2501,7.44,,,,,,,
874.5,6.95,,,,,,,
874.501,6.6,,,,,,,
874.75,6.27,,,,,,,
874.7501,6.46,,,,,,,
875,7.19,,,,,,,
875.01,8.62,,,,,,,
875.25,10.85,,,,,,,
875.2501,11.25,,,,,,,
875.5,11.38,,,,,,,
875.501,11.15,,,,,,,
875.75,11.15,,,,,,,
875.7501,11.33,,,,,,,
876,11.71,,,,,,,
876.01,12.67,,,,,,,
876.25,13.36,,,,,,,
876.2501,13.6,,,,,,,
876.5,13.46,,,,,,,
876.501,13.4,,,,,,,
876.75,11.87,,,,,,,
876.7501,10.59,,,,,,,
877,10.07,,,,,,,
877.01,9.42,,,,,,,
877.25,8.81,,,,,,,
877.2501,7.88,,,,,,,
877.5,8.14,,,,,,,
877.501,7.84,,,,,,,
877.75,7.4,,,,,,,
877.7501,7.69,,,,,,,
878,8.5,,,,,,,
878.01,9.66,,,,,,,
878.25,11.05,,,,,,,
878.2501,11.59,,,,,,,
878.5,11.88,,,,,,,
878.501,12.13,,,,,,,
878.75,12.38,,,,,,,
878.7501,12.56,,,,,,,
879,13.12,,,,,,,
879.01,13.29,,,,,,,
879.25,13.28,,,,,,,
879.2501,12.36,,,,,,,
879.5,11.99,,,,,,,
879.501,11.13,,,,,,,
879.75,10.36,,,,,,,
879.7501,10.25,,,,,,,
880,9.86,,,,,,,
880.01,9.25,,,,,,,
880.25,8.62,,,,,,,
880.2501,7.45,,,,,,,
880.5,7.15,,,,,,,
880.501,6.57,,,,,,,
880.75,6.12,,,,,,,
880.7501,6.11,,,,,,,
881,6.83,,,,,,,
881.01,8.15,,,,,,,
881.25,10.59,,,,,,,
881.2501,11.08,,,,,,,
881.5,11.41,,,,,,,
881.501,11.41,,,,,,,
881.75,11.52,,,,,,,
881.7501,11.41,,,,,,,
882,11.19,,,,,,,
882.01,11.65,,,,,,,
882.25,12.28,,,,,,,
882.2501,13.1,,,,,,,
882.5,12.54,,,,,,,
882.501,12.29,,,,,,,
882.75,11.07,,,,,,,
882.7501,10.35,,,,,,,
883,9.62,,,,,,,
883.01,8.68,,,,,,,
883.25,7.93,,,,,,,
883.2501,6.94,,,,,,,
883.5,6.47,,,,,,,
883.501,5.74,,,,,,,
883.75,4.34,,,,,,,
883.7501,3.77,,,,,,,
884,4.71,,,,,,,
884.01,7.18,,,,,,,
884.25,8.75,,,,,,,
884.2501,11.08,,,,,,,
884.5,11.48,,,,,,,
884.501,11.28,,,,,,,
884.75,9.85,,,,,,,
884.7501,9.33,,,,,,,
885,9.37,,,,,,,
885.01,9.59,,,,,,,
885.25,10.09,,,,,,,
885.2501,12.57,,,,,,,
885.5,12.83,,,,,,,
885.501,12.81,,,,,,,
885.75,10.88,,,,,,,
885.7501,9.46,,,,,,,
886,9.47,,,,,,,
886.01,8.48,,,,,,,
886.25,7.71,,,,,,,
886.2501,6.9,,,,,,,
886.5,6.02,,,,,,,
886.501,5.13,,,,,,,
886.75,4.67,,,,,,,
886.7501,4.89,,,,,,,
887,5.54,,,,,,,
887.01,7.04,,,,,,,
887.25,9.02,,,,,,,
887.2501,11.62,,,,,,,
887.5,11.88,,,,,,,
887.501,11.64,,,,,,,
887.75,11.36,,,,,,,
887.7501,11.8,,,,,,,
888,11.8,,,,,,,
888.01,11.69,,,,,,,
888.25,10.9,,,,,,,
888.2501,10.95,,,,,,,
888.5,11.01,,,,,,,
888.501,10.97,,,,,,,
888.75,9.36,,,,,,,
888.7501,8.43,,,,,,,
889,7.87,,,,,,,
889.01,7.19,,,,,,,
889.25,6.63,,,,,,,
889.2501,6.17,,,,,,,
889.5,5.57,,,,,,,
889.501,4.87,,,,,,,
889.75,4.6,,,,,,,
889.7501,4.59,,,,,,,
890,5.05,,,,,,,
890.01,5.95,,,,,,,
890.25,7.74,,,,,,,
890.2501,10.71,,,,,,,
890.5,10.74,,,,,,,
890.501,10.69,,,,,,,
890.75,11.24,,,,,,,
890.7501,11,,,,,,,
