TimeStamp,wSpeed100,,,,w250,w300,w350,w400
425,5.39,,,,,,,
425.01,6.38,,,,,,,
425.25,8.24,,,,,,,
425.2501,9.38,,,,,,,
425.5,10.01,,,,,,,
425.501,10.42,,,,,,,
425.75,10.71,,,,,,,
425.7501,10.68,,,,,,,
426,10.83,,,,,,,
426.01,10.85,,,,,,,
426.25,11.04,,,,,,,
426.2501,11.14,,,,,,,
426.5,11.28,,,,,,,
426.501,11.1,,,,,,,
426.75,9.34,,,,,,,
426.7501,5.06,,,,,,,
427,4.16,,,,,,,
427.01,5.03,,,,,,,
427.25,4.34,,,,,,,
427.2501,3.69,,,,,,,
427.5,3.04,,,,,,,
427.501,2.09,,,,,,,
427.75,2.18,,,,,,,
427.7501,2.96,,,,,,,
428,3.3,,,,,,,
428.01,2.98,,,,,,,
428.25,4.05,,,,,,,
428.2501,7.94,,,,,,,
428.5,9.02,,,,,,,
428.501,9.1,,,,,,,
428.75,9.25,,,,,,,
428.7501,9.42,,,,,,,
429,9.23,,,,,,,
429.01,9.45,,,,,,,
429.25,9.06,,,,,,,
429.2501,5.97,,,,,,,
429.5,6.21,,,,,,,
429.501,6.5,,,,,,,
429.75,6.31,,,,,,,
429.7501,5.51,,,,,,,
430,5.39,,,,,,,
430.01,4.92,,,,,,,
430.25,4.58,,,,,,,
430.2501,4.97,,,,,,,
430.5,4.68,,,,,,,
430.501,3.75,,,,,,,
430.75,2.92,,,,,,,
430.7501,2.42,,,,,,,
431,3.53,,,,,,,
431.01,8.91,,,,,,,
431.25,9.57,,,,,,,
431.2501,9.27,,,,,,,
431.5,9.49,,,,,,,
431.501,9.84,,,,,,,
431.75,10.06,,,,,,,
431.7501,10.22,,,,,,,
432,10.18,,,,,,,
432.01,9.7,,,,,,,
432.25,8.97,,,,,,,
432.2501,8.11,,,,,,,
432.5,4.87,,,,,,,
432.501,10.77,,,,,,,
432.75,8.57,,,,,,,
432.7501,7.15,,,,,,,
433,5.75,,,,,,,
433.01,3.2,,,,,,,
433.25,2.18,,,,,,,
433.2501,1.33,,,,,,,
433.5,1.05,,,,,,,
433.501,1.8,,,,,,,
433.75,3.3,,,,,,,
433.7501,3.94,,,,,,,
434,3.23,,,,,,,
434.01,3.77,,,,,,,
434.25,6.37,,,,,,,
434.2501,8.5,,,,,,,
434.5,8.71,,,,,,,
434.501,8.92,,,,,,,
434.75,9.21,,,,,,,
434.7501,9.22,,,,,,,
435,9.18,,,,,,,
435.01,8.93,,,,,,,
435.25,8.72,,,,,,,
435.2501,4.66,,,,,,,
435.5,7.92,,,,,,,
435.501,8.84,,,,,,,
435.75,7.56,,,,,,,
435.7501,5.6,,,,,,,
436,4.85,,,,,,,
436.01,3.19,,,,,,,
436.25,2.42,,,,,,,
436.2501,1.47,,,,,,,
436.5,0.79,,,,,,,
436.501,1.61,,,,,,,
436.75,2.93,,,,,,,
436.7501,4.63,,,,,,,
437,4.74,,,,,,,
437.01,8.04,,,,,,,
437.25,5.57,,,,,,,
437.2501,5.35,,,,,,,
437.5,5.68,,,,,,,
437.501,4.43,,,,,,,
437.75,3.17,,,,,,,
437.7501,5.66,,,,,,,
438,7.39,,,,,,,
438.01,8.44,,,,,,,
438.25,7.56,,,,,,,
438.2501,7.99,,,,,,,
438.5,8.32,,,,,,,
438.501,9.28,,,,,,,
438.75,6.54,,,,,,,
438.7501,8.12,,,,,,,
439,7.75,,,,,,,
439.01,6.26,,,,,,,
439.25,5.7,,,,,,,
439.2501,5.23,,,,,,,
439.5,3.89,,,,,,,
439.501,2.83,,,,,,,
439.75,2.49,,,,,,,
439.7501,2.74,,,,,,,
440,3.87,,,,,,,
440.01,4.06,,,,,,,
440.25,4.55,,,,,,,
440.2501,7.81,,,,,,,
440.5,13.59,,,,,,,
440.501,4.21,,,,,,,
440.75,2.29,,,,,,,
440.7501,2.99,,,,,,,
441,3.04,,,,,,,
441.01,3.39,,,,,,,
441.25,5.52,,,,,,,
441.2501,2.64,,,,,,,
441.5,2.33,,,,,,,
441.501,1.86,,,,,,,
441.75,2.86,,,,,,,
441.7501,2.59,,,,,,,
442,3.8,,,,,,,
442.01,6.9,,,,,,,
442.25,8.47,,,,,,,
442.2501,9.99,,,,,,,
442.5,11.15,,,,,,,
442.501,12.22,,,,,,,
442.75,12.63,,,,,,,
442.7501,13,,,,,,,
443,13.02,,,,,,,
443.01,13.16,,,,,,,
443.25,12.41,,,,,,,
443.2501,12.5,,,,,,,
443.5,12.76,,,,,,,
443.501,13.09,,,,,,,
443.75,13.43,,,,,,,
443.7501,13.16,,,,,,,
444,12.55,,,,,,,
444.01,12.5,,,,,,,
444.25,11.81,,,,,,,
444.2501,11.04,,,,,,,
444.5,10.49,,,,,,,
444.501,9.98,,,,,,,
444.75,8.11,,,,,,,
444.7501,7.39,,,,,,,
445,7.45,,,,,,,
445.01,6.61,,,,,,,
445.25,5.22,,,,,,,
445.2501,3.79,,,,,,,
445.5,3.11,,,,,,,
445.501,3.06,,,,,,,
445.75,3.4,,,,,,,
445.7501,4.15,,,,,,,
446,5.21,,,,,,,
446.01,6.5,,,,,,,
446.25,7.57,,,,,,,
446.2501,8.79,,,,,,,
446.5,8.88,,,,,,,
446.501,9.09,,,,,,,
446.75,8.58,,,,,,,
446.7501,8.73,,,,,,,
447,8.71,,,,,,,
447.01,9.14,,,,,,,
447.25,9.81,,,,,,,
447.2501,10.52,,,,,,,
447.5,10.86,,,,,,,
447.501,11.25,,,,,,,
447.75,10.51,,,,,,,
447.7501,7.92,,,,,,,
448,6.46,,,,,,,
448.01,6.6,,,,,,,
448.25,5.95,,,,,,,
448.2501,5.33,,,,,,,
448.5,5.08,,,,,,,
448.501,5.59,,,,,,,
448.75,6.38,,,,,,,
448.7501,6.65,,,,,,,
449,6.96,,,,,,,
449.01,7.9,,,,,,,
449.25,9.31,,,,,,,
449.2501,9.84,,,,,,,
449.5,10.5,,,,,,,
449.501,10.66,,,,,,,
449.75,10.84,,,,,,,
449.7501,10.26,,,,,,,
450,10.22,,,,,,,
450.01,10.63,,,,,,,
450.25,11.23,,,,,,,
450.2501,11.52,,,,,,,
450.5,10.69,,,,,,,
450.501,9.16,,,,,,,
450.75,8.47,,,,,,,
450.7501,5.54,,,,,,,
451,3.37,,,,,,,
451.01,2.22,,,,,,,
451.25,2.21,,,,,,,
451.2501,1.5,,,,,,,
451.5,1.38,,,,,,,
451.501,2.8,,,,,,,
451.75,4.37,,,,,,,
451.7501,4.18,,,,,,,
452,4.48,,,,,,,
452.01,5.44,,,,,,,
452.25,7.17,,,,,,,
452.2501,8.88,,,,,,,
452.5,9.89,,,,,,,
452.501,9.91,,,,,,,
452.75,9.74,,,,,,,
452.7501,9.47,,,,,,,
453,9.26,,,,,,,
453.01,8.99,,,,,,,
453.25,8.47,,,,,,,
453.2501,10.16,,,,,,,
453.5,10.7,,,,,,,
453.501,10.7,,,,,,,
453.75,8.74,,,,,,,
453.7501,9.17,,,,,,,
454,7.84,,,,,,,
454.01,7.11,,,,,,,
454.25,5.56,,,,,,,
454.2501,3.92,,,,,,,
454.5,2.5,,,,,,,
454.501,1.84,,,,,,,
454.75,2.4,,,,,,,
454.7501,3.4,,,,,,,
455,3.74,,,,,,,
455.01,3.83,,,,,,,
455.25,4.13,,,,,,,
455.2501,6.35,,,,,,,
455.5,6.47,,,,,,,
455.501,5.67,,,,,,,
455.75,4.96,,,,,,,
455.7501,5.79,,,,,,,
456,8.82,,,,,,,
456.01,9.64,,,,,,,
456.25,9.4,,,,,,,
456.2501,9.85,,,,,,,
456.5,9.71,,,,,,,
456.501,10.17,,,,,,,
456.75,8.39,,,,,,,
456.7501,11.25,,,,,,,
457,10.48,,,,,,,
457.01,9.63,,,,,,,
457.25,9.02,,,,,,,
457.2501,7.7,,,,,,,
457.5,6.17,,,,,,,
457.501,4.64,,,,,,,
457.75,3.93,,,,,,,
457.7501,3.17,,,,,,,
458,3.48,,,,,,,
458.01,4.62,,,,,,,
458.25,4.65,,,,,,,
458.2501,4.6,,,,,,,
458.5,4.55,,,,,,,
458.501,5.54,,,,,,,
458.75,5.74,,,,,,,
458.7501,3.96,,,,,,,
459,1.86,,,,,,,
459.01,0.14,,,,,,,
459.25,5.57,,,,,,,
459.2501,5.54,,,,,,,
459.5,7.07,,,,,,,
459.501,8.8,,,,,,,
459.75,7.42,,,,,,,
459.7501,7.47,,,,,,,
460,7.3,,,,,,,
460.01,6.03,,,,,,,
460.25,4.13,,,,,,,
460.2501,1.89,,,,,,,
460.5,0.91,,,,,,,
460.501,1.27,,,,,,,
460.75,2.17,,,,,,,
460.7501,3.89,,,,,,,
461,4.27,,,,,,,
461.01,3.61,,,,,,,
461.25,7.38,,,,,,,
461.2501,9,,,,,,,
461.5,9.07,,,,,,,
461.501,9.72,,,,,,,
461.75,10.27,,,,,,,
461.7501,9.96,,,,,,,
462,9.2,,,,,,,
462.01,6.87,,,,,,,
462.25,1.8,,,,,,,
462.2501,2.43,,,,,,,
462.5,2.07,,,,,,,
462.501,3.66,,,,,,,
462.75,7.77,,,,,,,
462.7501,9,,,,,,,
463,9.54,,,,,,,
463.01,7.82,,,,,,,
463.25,6.57,,,,,,,
463.2501,5.07,,,,,,,
463.5,3.77,,,,,,,
463.501,4.29,,,,,,,
463.75,5.56,,,,,,,
463.7501,4.81,,,,,,,
464,5.18,,,,,,,
464.01,6.13,,,,,,,
464.25,8.11,,,,,,,
464.2501,9.33,,,,,,,
464.5,8.82,,,,,,,
464.501,7.54,,,,,,,
464.75,6.58,,,,,,,
464.7501,2.07,,,,,,,
465,9.24,,,,,,,
465.01,9.84,,,,,,,
465.25,9.42,,,,,,,
465.2501,11.11,,,,,,,
465.5,10.15,,,,,,,
465.501,10.87,,,,,,,
465.75,8.42,,,,,,,
465.7501,10.01,,,,,,,
466,8.77,,,,,,,
466.01,7.36,,,,,,,
466.25,5.77,,,,,,,
466.2501,4.11,,,,,,,
466.5,2.98,,,,,,,
466.501,3.47,,,,,,,
466.75,4.25,,,,,,,
466.7501,2.9,,,,,,,
467,1.85,,,,,,,
467.01,2.19,,,,,,,
467.25,5.66,,,,,,,
467.2501,6.65,,,,,,,
467.5,5.85,,,,,,,
467.501,5.49,,,,,,,
467.75,5.28,,,,,,,
467.7501,7.5,,,,,,,
468,10.82,,,,,,,
468.01,9.73,,,,,,,
468.25,8.65,,,,,,,
468.2501,9.95,,,,,,,
468.5,11.74,,,,,,,
468.501,11.85,,,,,,,
468.75,12.53,,,,,,,
468.7501,12.71,,,,,,,
469,10.39,,,,,,,
469.01,7.89,,,,,,,
469.25,7.6,,,,,,,
469.2501,6.44,,,,,,,
469.5,6.03,,,,,,,
469.501,5.29,,,,,,,
469.75,4.47,,,,,,,
469.7501,3.5,,,,,,,
470,2.76,,,,,,,
470.01,2.4,,,,,,,
470.25,2.67,,,,,,,
470.2501,1.65,,,,,,,
470.5,2.66,,,,,,,
470.501,4.76,,,,,,,
470.75,6.58,,,,,,,
470.7501,6.91,,,,,,,
471,7.13,,,,,,,
471.01,7.86,,,,,,,
471.25,9.1,,,,,,,
471.2501,9.34,,,,,,,
471.5,9.53,,,,,,,
471.501,9.79,,,,,,,
471.75,7.39,,,,,,,
471.7501,8.31,,,,,,,
472,7.65,,,,,,,
472.01,6.15,,,,,,,
472.25,4.88,,,,,,,
472.2501,4.06,,,,,,,
472.5,4.19,,,,,,,
472.501,4.72,,,,,,,
472.75,4.33,,,,,,,
472.7501,5.53,,,,,,,
473,7.43,,,,,,,
473.01,8.07,,,,,,,
473.25,9.17,,,,,,,
473.2501,10.29,,,,,,,
473.5,10.18,,,,,,,
473.501,7.73,,,,,,,
473.75,7.44,,,,,,,
473.7501,8.48,,,,,,,
474,9.2,,,,,,,
474.01,8.65,,,,,,,
474.25,9.36,,,,,,,
474.2501,10.31,,,,,,,
474.5,10.1,,,,,,,
474.501,9.63,,,,,,,
474.75,6.88,,,,,,,
474.7501,6.46,,,,,,,
475,5.52,,,,,,,
475.01,5.11,,,,,,,
475.25,5.24,,,,,,,
475.2501,4.57,,,,,,,
475.5,3.74,,,,,,,
475.501,3.42,,,,,,,
475.75,3.62,,,,,,,
475.7501,7.76,,,,,,,
476,10.03,,,,,,,
476.01,11.85,,,,,,,
476.25,7.37,,,,,,,
476.2501,0.69,,,,,,,
476.5,3.39,,,,,,,
476.501,4.38,,,,,,,
476.75,5.57,,,,,,,
476.7501,7.01,,,,,,,
477,8.04,,,,,,,
477.01,8.63,,,,,,,
477.25,9.18,,,,,,,
477.2501,2.93,,,,,,,
477.5,2.53,,,,,,,
477.501,2.17,,,,,,,
477.75,1.47,,,,,,,
477.7501,1.04,,,,,,,
478,1.52,,,,,,,
478.01,2,,,,,,,
478.25,2.95,,,,,,,
478.2501,3.62,,,,,,,
478.5,4.13,,,,,,,
478.501,4.78,,,,,,,
478.75,5.51,,,,,,,
478.7501,6.28,,,,,,,
479,7.52,,,,,,,
479.01,8.68,,,,,,,
479.25,10.06,,,,,,,
479.2501,10.9,,,,,,,
479.5,11.46,,,,,,,
479.501,11.53,,,,,,,
479.75,11.41,,,,,,,
479.7501,11.5,,,,,,,
480,11.58,,,,,,,
480.01,11.49,,,,,,,
480.25,11.71,,,,,,,
480.2501,12.01,,,,,,,
480.5,11.66,,,,,,,
480.501,5.51,,,,,,,
480.75,7.88,,,,,,,
480.7501,4.51,,,,,,,
481,2.08,,,,,,,
481.01,1.09,,,,,,,
481.25,2,,,,,,,
481.2501,1.99,,,,,,,
481.5,2.02,,,,,,,
481.501,2.22,,,,,,,
481.75,2.74,,,,,,,
481.7501,3.5,,,,,,,
482,4.52,,,,,,,
482.01,7.48,,,,,,,
482.25,9.13,,,,,,,
482.2501,9.61,,,,,,,
482.5,10.05,,,,,,,
482.501,10.37,,,,,,,
482.75,11,,,,,,,
482.7501,11.1,,,,,,,
483,11.13,,,,,,,
483.01,11.17,,,,,,,
483.25,11.47,,,,,,,
483.2501,12.36,,,,,,,
483.5,11.39,,,,,,,
483.501,2.28,,,,,,,
483.75,2.46,,,,,,,
483.7501,2.16,,,,,,,
484,3.79,,,,,,,
484.01,4.9,,,,,,,
484.25,4.93,,,,,,,
484.2501,4.72,,,,,,,
484.5,4.24,,,,,,,
484.501,4.07,,,,,,,
484.75,3.72,,,,,,,
484.7501,3.74,,,,,,,
485,4.08,,,,,,,
485.01,4.17,,,,,,,
485.25,3.54,,,,,,,
485.2501,3.28,,,,,,,
485.5,3.21,,,,,,,
485.501,2.83,,,,,,,
485.75,2.31,,,,,,,
485.7501,3.39,,,,,,,
486,4.86,,,,,,,
486.01,6.08,,,,,,,
486.25,7.5,,,,,,,
486.2501,9.97,,,,,,,
486.5,10.39,,,,,,,
486.501,9,,,,,,,
486.75,6.52,,,,,,,
486.7501,6.26,,,,,,,
487,6.63,,,,,,,
487.01,4.92,,,,,,,
487.25,3.18,,,,,,,
487.2501,2.3,,,,,,,
487.5,1.68,,,,,,,
487.501,1.69,,,,,,,
487.75,2.26,,,,,,,
487.7501,3.25,,,,,,,
488,3.44,,,,,,,
488.01,4.32,,,,,,,
488.25,6.69,,,,,,,
488.2501,7.8,,,,,,,
488.5,6.14,,,,,,,
488.501,5.62,,,,,,,
488.75,5.07,,,,,,,
488.7501,4.44,,,,,,,
489,3.42,,,,,,,
489.01,1.72,,,,,,,
489.25,0.71,,,,,,,
489.2501,4.55,,,,,,,
489.5,4.61,,,,,,,
489.501,5.01,,,,,,,
489.75,4.95,,,,,,,
489.7501,5.87,,,,,,,
490,5.47,,,,,,,
490.01,4.67,,,,,,,
490.25,3.97,,,,,,,
490.2501,4.19,,,,,,,
490.5,4.69,,,,,,,
490.501,2.07,,,,,,,
490.75,9.2,,,,,,,
490.7501,5.32,,,,,,,
491,4.95,,,,,,,
491.01,4.4,,,,,,,
491.25,1.91,,,,,,,
491.2501,1.73,,,,,,,
491.5,5.11,,,,,,,
491.501,8.04,,,,,,,
491.75,8.34,,,,,,,
491.7501,7.67,,,,,,,
492,6.58,,,,,,,
492.01,6.07,,,,,,,
492.25,4.58,,,,,,,
492.2501,1.52,,,,,,,
492.5,3.83,,,,,,,
492.501,7.83,,,,,,,
492.75,8.95,,,,,,,
492.7501,7.88,,,,,,,
493,6.81,,,,,,,
493.01,4.7,,,,,,,
493.25,2.26,,,,,,,
493.2501,0.16,,,,,,,
493.5,0.38,,,,,,,
493.501,0.97,,,,,,,
493.75,2.71,,,,,,,
493.7501,3.77,,,,,,,
494,4.34,,,,,,,
494.01,5.37,,,,,,,
494.25,6.23,,,,,,,
494.2501,8.78,,,,,,,
494.5,8.7,,,,,,,
494.501,8.58,,,,,,,
494.75,8.43,,,,,,,
494.7501,8.07,,,,,,,
495,7.59,,,,,,,
495.01,7.18,,,,,,,
495.25,7.25,,,,,,,
495.2501,9.98,,,,,,,
495.5,10.15,,,,,,,
495.501,7.4,,,,,,,
495.75,6.54,,,,,,,
495.7501,5.76,,,,,,,
496,5.34,,,,,,,
496.01,3.66,,,,,,,
496.25,2.71,,,,,,,
496.2501,1.56,,,,,,,
496.5,3.67,,,,,,,
496.501,4.76,,,,,,,
496.75,5.23,,,,,,,
496.7501,6.37,,,,,,,
497,7.42,,,,,,,
497.01,8.38,,,,,,,
497.25,8.98,,,,,,,
497.2501,9.53,,,,,,,
497.5,9.94,,,,,,,
497.501,10.1,,,,,,,
497.75,10.34,,,,,,,
497.7501,10.75,,,,,,,
498,10.33,,,,,,,
498.01,10.25,,,,,,,
498.25,10.48,,,,,,,
498.2501,10.5,,,,,,,
498.5,10.4,,,,,,,
498.501,10.41,,,,,,,
498.75,7.13,,,,,,,
498.7501,5.93,,,,,,,
499,6.07,,,,,,,
499.01,5.49,,,,,,,
499.25,4.29,,,,,,,
499.2501,3.13,,,,,,,
499.5,2.28,,,,,,,
499.501,1.97,,,,,,,
499.75,2.2,,,,,,,
499.7501,3.62,,,,,,,
500,6.37,,,,,,,
500.01,8.4,,,,,,,
500.25,9.22,,,,,,,
500.2501,9.78,,,,,,,
500.5,10.35,,,,,,,
500.501,10.29,,,,,,,
500.75,10.21,,,,,,,
500.7501,9.86,,,,,,,
501,9.53,,,,,,,
501.01,9.74,,,,,,,
501.25,9.48,,,,,,,
501.2501,11.37,,,,,,,
501.5,11.68,,,,,,,
501.501,11.76,,,,,,,
501.75,9.13,,,,,,,
501.7501,8.13,,,,,,,
502,7.04,,,,,,,
502.01,5.98,,,,,,,
502.25,4.89,,,,,,,
502.2501,3.25,,,,,,,
502.5,2.24,,,,,,,
502.501,1.59,,,,,,,
502.75,2.53,,,,,,,
502.7501,4.45,,,,,,,
503,8.12,,,,,,,
503.01,8.64,,,,,,,
503.25,9.07,,,,,,,
503.2501,9.54,,,,,,,
503.5,10.55,,,,,,,
503.501,10.5,,,,,,,
503.75,9.95,,,,,,,
503.7501,9.77,,,,,,,
504,9.42,,,,,,,
504.01,9.74,,,,,,,
504.25,9.37,,,,,,,
504.2501,9.08,,,,,,,
504.5,8.37,,,,,,,
504.501,6.88,,,,,,,
504.75,4.24,,,,,,,
504.7501,5.43,,,,,,,
505,3.52,,,,,,,
505.01,2.83,,,,,,,
505.25,1.8,,,,,,,
505.2501,1.55,,,,,,,
505.5,1.83,,,,,,,
505.501,1.9,,,,,,,
505.75,1.79,,,,,,,
505.7501,1.62,,,,,,,
506,1.77,,,,,,,
506.01,5.44,,,,,,,
506.25,8.03,,,,,,,
506.2501,9,,,,,,,
506.5,7.26,,,,,,,
506.501,5.86,,,,,,,
506.75,5.9,,,,,,,
506.7501,7.23,,,,,,,
507,6.38,,,,,,,
507.01,3.4,,,,,,,
507.25,5.22,,,,,,,
507.2501,1.11,,,,,,,
507.5,1.32,,,,,,,
507.501,1.81,,,,,,,
507.75,5.06,,,,,,,
507.7501,4.78,,,,,,,
508,4.21,,,,,,,
508.01,4.06,,,,,,,
508.25,4.84,,,,,,,
508.2501,5.5,,,,,,,
508.5,5.47,,,,,,,
508.501,6.5,,,,,,,
508.75,4.98,,,,,,,
508.7501,2.24,,,,,,,
509,5.35,,,,,,,
509.01,9.76,,,,,,,
509.25,5.22,,,,,,,
509.2501,2.34,,,,,,,
509.5,6.74,,,,,,,
509.501,7.5,,,,,,,
509.75,6.94,,,,,,,
509.7501,5.23,,,,,,,
510,5.42,,,,,,,
510.01,7.48,,,,,,,
510.25,8,,,,,,,
510.2501,7.91,,,,,,,
510.5,7.54,,,,,,,
510.501,7.83,,,,,,,
510.75,7.06,,,,,,,
510.7501,7.58,,,,,,,
511,7.97,,,,,,,
511.01,8.71,,,,,,,
511.25,8.56,,,,,,,
511.2501,6.86,,,,,,,
511.5,5.27,,,,,,,
511.501,4.03,,,,,,,
511.75,3.87,,,,,,,
511.7501,4.79,,,,,,,
512,4.13,,,,,,,
512.01,1.77,,,,,,,
512.25,1.94,,,,,,,
512.2501,2.76,,,,,,,
512.5,4.05,,,,,,,
512.501,4.3,,,,,,,
512.75,7.28,,,,,,,
512.7501,6.4,,,,,,,
513,5.1,,,,,,,
513.01,6.31,,,,,,,
513.25,7.04,,,,,,,
513.2501,5.16,,,,,,,
513.5,4.97,,,,,,,
513.501,5.06,,,,,,,
513.75,4.74,,,,,,,
513.7501,5.67,,,,,,,
514,5.83,,,,,,,
514.01,5.62,,,,,,,
514.25,4.96,,,,,,,
514.2501,4.27,,,,,,,
514.5,3.35,,,,,,,
514.501,3.38,,,,,,,
514.75,1.97,,,,,,,
514.7501,7.83,,,,,,,
515,10.2,,,,,,,
515.01,6.57,,,,,,,
515.25,1.75,,,,,,,
515.2501,4.11,,,,,,,
515.5,2.16,,,,,,,
515.501,3.83,,,,,,,
515.75,4.66,,,,,,,
515.7501,5.47,,,,,,,
516,7.7,,,,,,,
516.01,8.6,,,,,,,
516.25,7.84,,,,,,,
516.2501,7.8,,,,,,,
516.5,8.19,,,,,,,
516.501,6.08,,,,,,,
516.75,5.06,,,,,,,
516.7501,4.63,,,,,,,
517,4.23,,,,,,,
517.01,4.47,,,,,,,
517.25,3.84,,,,,,,
517.2501,2.75,,,,,,,
517.5,1.95,,,,,,,
517.501,2.39,,,,,,,
517.75,2.97,,,,,,,
517.7501,8.28,,,,,,,
518,3.57,,,,,,,
518.01,6.06,,,,,,,
518.25,3.87,,,,,,,
518.2501,2.55,,,,,,,
518.5,6.25,,,,,,,
518.501,5.66,,,,,,,
518.75,4.04,,,,,,,
518.7501,3.87,,,,,,,
519,4.43,,,,,,,
519.01,4.6,,,,,,,
519.25,4.69,,,,,,,
519.2501,5.75,,,,,,,
519.5,5.66,,,,,,,
519.501,6.04,,,,,,,
519.75,5.45,,,,,,,
519.7501,7.25,,,,,,,
520,7.13,,,,,,,
520.01,7.06,,,,,,,
520.25,7.01,,,,,,,
520.2501,7.21,,,,,,,
520.5,6.63,,,,,,,
520.501,6.12,,,,,,,
520.75,6.35,,,,,,,
520.7501,7.19,,,,,,,
521,6.87,,,,,,,
521.01,5.74,,,,,,,
521.25,4.71,,,,,,,
521.2501,7.43,,,,,,,
521.5,7.19,,,,,,,
521.501,6.89,,,,,,,
521.75,5.1,,,,,,,
521.7501,1.55,,,,,,,
522,2.78,,,,,,,
522.01,4.25,,,,,,,
522.25,5.6,,,,,,,
522.2501,7.51,,,,,,,
522.5,8.36,,,,,,,
522.501,9.19,,,,,,,
522.75,9.21,,,,,,,
522.7501,9.32,,,,,,,
523,8.74,,,,,,,
523.01,7.93,,,,,,,
523.25,6.94,,,,,,,
523.2501,5.61,,,,,,,
523.5,4.59,,,,,,,
523.501,4.46,,,,,,,
523.75,3.88,,,,,,,
523.7501,15.11,,,,,,,
524,12.08,,,,,,,
524.01,4.41,,,,,,,
524.25,7.25,,,,,,,
524.2501,5.17,,,,,,,
524.5,3.73,,,,,,,
524.501,2.16,,,,,,,
524.75,1.99,,,,,,,
524.7501,3.88,,,,,,,
525,6.51,,,,,,,
525.01,7.18,,,,,,,
525.25,6.82,,,,,,,
525.2501,8.42,,,,,,,
525.5,8.69,,,,,,,
525.501,7.93,,,,,,,
525.75,6.63,,,,,,,
525.7501,6.54,,,,,,,
526,5.33,,,,,,,
526.01,3.59,,,,,,,
526.25,2.4,,,,,,,
526.2501,1.08,,,,,,,
526.5,0.75,,,,,,,
526.501,8.68,,,,,,,
526.75,8.89,,,,,,,
526.7501,6.79,,,,,,,
527,5.8,,,,,,,
527.01,6.26,,,,,,,
527.25,5.45,,,,,,,
527.2501,5.11,,,,,,,
527.5,5.66,,,,,,,
527.501,5.1,,,,,,,
527.75,3.77,,,,,,,
527.7501,2.44,,,,,,,
528,1.77,,,,,,,
528.01,1.37,,,,,,,
528.25,3.14,,,,,,,
528.2501,6.92,,,,,,,
528.5,8.29,,,,,,,
528.501,9.93,,,,,,,
528.75,8.64,,,,,,,
528.7501,8.58,,,,,,,
529,7.51,,,,,,,
529.01,7,,,,,,,
529.25,5.75,,,,,,,
529.2501,3.98,,,,,,,
529.5,1.85,,,,,,,
529.501,2.29,,,,,,,
529.75,3.77,,,,,,,
529.7501,2.35,,,,,,,
530,1.63,,,,,,,
530.01,4.5,,,,,,,
530.25,5.17,,,,,,,
530.2501,3.2,,,,,,,
530.5,1.99,,,,,,,
530.501,4.24,,,,,,,
530.75,5.27,,,,,,,
530.7501,5.64,,,,,,,
531,6.45,,,,,,,
531.01,6.41,,,,,,,
531.25,5.37,,,,,,,
531.2501,8.13,,,,,,,
531.5,8.26,,,,,,,
531.501,6.93,,,,,,,
531.75,6.25,,,,,,,
531.7501,5.95,,,,,,,
532,4.77,,,,,,,
532.01,2.46,,,,,,,
532.25,1.06,,,,,,,
532.2501,0.52,,,,,,,
532.5,0.53,,,,,,,
532.501,0.26,,,,,,,
532.75,1.21,,,,,,,
532.7501,5.05,,,,,,,
533,6.14,,,,,,,
533.01,4.68,,,,,,,
533.25,2.94,,,,,,,
533.2501,2.85,,,,,,,
533.5,3.82,,,,,,,
533.501,3.38,,,,,,,
533.75,1.95,,,,,,,
533.7501,1.47,,,,,,,
534,1.35,,,,,,,
534.01,6.37,,,,,,,
534.25,8.42,,,,,,,
534.2501,9.46,,,,,,,
534.5,9.98,,,,,,,
534.501,9.55,,,,,,,
534.75,7.31,,,,,,,
534.7501,7.76,,,,,,,
535,7.95,,,,,,,
535.01,7.43,,,,,,,
535.25,5.02,,,,,,,
535.2501,2.81,,,,,,,
535.5,1.84,,,,,,,
535.501,1.39,,,,,,,
535.75,0.29,,,,,,,
535.7501,2.05,,,,,,,
536,0.99,,,,,,,
536.01,4.36,,,,,,,
536.25,3.28,,,,,,,
536.2501,3.43,,,,,,,
536.5,4.45,,,,,,,
536.501,4.45,,,,,,,
536.75,4.15,,,,,,,
536.7501,3.12,,,,,,,
537,2.02,,,,,,,
537.01,0.92,,,,,,,
537.25,1.73,,,,,,,
537.2501,9.41,,,,,,,
537.5,9.15,,,,,,,
537.501,8.35,,,,,,,
537.75,6.15,,,,,,,
537.7501,5.04,,,,,,,
538,4.92,,,,,,,
538.01,3.43,,,,,,,
538.25,2.18,,,,,,,
538.2501,1.64,,,,,,,
538.5,1.45,,,,,,,
538.501,1.49,,,,,,,
538.75,1,,,,,,,
538.7501,1.2,,,,,,,
539,2.01,,,,,,,
539.01,7.33,,,,,,,
539.25,8.24,,,,,,,
539.2501,7.76,,,,,,,
539.5,7.93,,,,,,,
539.501,8.8,,,,,,,
539.75,10.14,,,,,,,
539.7501,10.19,,,,,,,
540,10.07,,,,,,,
540.01,10.09,,,,,,,
540.25,9.5,,,,,,,
540.2501,4.76,,,,,,,
540.5,5.5,,,,,,,
540.501,4.61,,,,,,,
540.75,5.1,,,,,,,
540.7501,3.98,,,,,,,
541,4.33,,,,,,,
541.01,3.66,,,,,,,
541.25,3.72,,,,,,,
541.2501,4.1,,,,,,,
