time,p:1,q :1,timeStamp,CorrectP
0.532,1882385.525,-2136520.55,,1882385.525
0.533,1879328.679,-2135723.131,,1879328.679
0.534,1876981.593,-2135209.434,,1876981.593
0.535,1875450.161,-2134724.17,,1875450.161
0.536,1874728.804,-2134012.582,,1874728.804
0.537,1874703.918,-2132854.028,,1874703.918
0.538,1875171.485,-2131090.249,,1875171.485
0.539,1875866.177,-2128644.759,,1875866.177
0.54,1876497.847,-2125530.985,,1876497.847
0.541,1876790.398,-2121848.367,,1876790.398
0.542,1876517.862,-2117767.22,,1876517.862
0.543,1875532.992,-2113504.605,,1875532.992
0.544,1873784.779,-2109294.629,,1873784.779
0.545,1871322.853,-2105357.196,,1871322.853
0.546,1868288.507,-2101869.378,,1868288.507
0.547,1864893.848,-2098943.111,,1864893.848
0.548,1861392.117,-2096612.007,,1861392.117
0.549,1858043.309,-2094828.805,,1858043.309
0.55,1855079.725,-2093473.534,,1855079.725
0.551,1852676.026,-2092371.066,,1852676.026
0.552,1850927.6,-2091315.528,,1850927.6
0.553,1849839.922,-2090098.167,,1849839.922
0.554,1849330.014,-2088534.953,,1849330.014
0.555,1849239.548,-2086490.245,,1849239.548
0.556,1849357.555,-2083893.536,,1849357.555
0.557,1849449.537,-2080747.202,,1849449.537
0.558,1849288.965,-2077124.474,,1849288.965
0.559,1848686.969,-2073158.106,,1848686.969
0.56,1847516.336,-2069021.486,,1847516.336
0.561,1845726.802,-2064904.828,,1845726.802
0.562,1843349.819,-2060989.72,,1843349.819
0.563,1840492.434,-2057425.414,,1840492.434
0.564,1837321.346,-2054309.935,,1837321.346
0.565,1834039.485,-2051678.399,,1834039.485
0.566,1830858.381,-2049499.892,,1830858.381
0.567,1827970.066,-2047683.13,,1827970.066
0.568,1825522.234,-2046089.932,,1825522.234
0.569,1823599.846,-2044554.561,,1823599.846
0.57,1822215.459,-2042906.231,,1822215.459
0.571,1821309.33,-2040991.747,,1821309.33
0.572,1820759.057,-2038695.289,,1820759.057
0.573,1820397.25,-2035952.798,,1820397.25
0.574,1820034.703,-2032759.2,,1820034.703
0.575,1819485.879,-2029167.69,,1819485.879
0.576,1818593.299,-2025281.344,,1818593.299
0.577,1817247.633,-2021238.374,,1817247.633
0.578,1815400.958,-2017193.083,,1815400.958
0.579,1813071.596,-2013295.17,,1813071.596
0.58,1810340.095,-2009670.125,,1810340.095
0.581,1807337.11,-2006403.275,,1807337.11
0.582,1804224.961,-2003529.516,,1804224.961
0.583,1801175.468,-2001029.92,,1801175.468
0.584,1798347.071,-1998835.522,,1798347.071
0.585,1795864.267,-1996837.61,,1795864.267
0.586,1793802.026,-1994903.008,,1793802.026
0.587,1792177.11,-1992892.218,,1792177.11
0.588,1790947.283,-1990677.966,,1790947.283
0.589,1790018.32,-1988161.7,,1790018.32
0.59,1789257.701,-1985285.901,,1789257.701
0.591,1788513.023,-1982040.709,,1788513.023
0.592,1787632.585,-1978464.099,,1787632.585
0.593,1786485.385,-1974635.758,,1786485.385
0.594,1784977.901,-1970665.605,,1784977.901
0.595,1783065.518,-1966678.606,,1783065.518
0.596,1780757.235,-1962797.958,,1780757.235
0.597,1778113.186,-1959128.917,,1778113.186
0.598,1775235.472,-1955745.361,,1775235.472
0.599,1772253.69,-1952680.818,,1772253.69
0.6,1769307.183,-1949925.015,,1769307.183
0.601,1766528.895,-1947427.649,,1766528.895
0.602,1764025.956,-1945104.631,,1764025.956
0.603,1761863.946,-1942848.873,,1761863.946
0.604,1760061.623,-1940546.387,,1760061.623
0.605,1758589.589,-1938091.476,,1758589.589
0.606,1757375.339,-1935400.477,,1757375.339
0.607,1756313.876,-1932422.281,,1756313.876
0.608,1755282.35,-1929144.303,,1755282.35
0.609,1754156.695,-1925593.236,,1754156.695
0.61,1752828.027,-1921830.622,,1752828.027
0.611,1751216.638,-1917943.921,,1751216.638
0.612,1749281.807,-1914034.385,,1749281.807
0.613,1747026.224,-1910203.4,,1747026.224
0.614,1744494.595,-1906539.139,,1744494.595
0.615,1741766.725,-1903105.261,,1741766.725
0.616,1738946.155,-1899933.121,,1738946.155
0.617,1736145.934,-1897018.413,,1736145.934
0.618,1733473.484,-1894322.597,,1733473.484
0.619,1731016.581,-1891778.797,,1731016.581
0.62,1728832.259,-1889301.302,,1728832.259
0.621,1726940.041,-1886797.315,,1726940.041
0.622,1725320.28,-1884179.359,,1725320.28
0.623,1723917.706,-1881376.694,,1723917.706
0.624,1722649.584,-1878344.25,,1722649.584
0.625,1721417.294,-1875067.97,,1721417.294
0.626,1720119.732,-1871565.935,,1720119.732
0.627,1718666.702,-1867885.235,,1718666.702
0.628,1716990.556,-1864095.084,,1716990.556
0.629,1715054.572,-1860277.186,,1715054.572
0.63,1712857.048,-1856514.684,,1712857.048
0.631,1710430.689,-1852881.183,,1710430.689
0.632,1707837.459,-1849431.282,,1707837.459
0.633,1705159.709,-1846193.847,,1705159.709
0.634,1702488.826,-1843168.823,,1702488.826
0.635,1699912.971,-1840327.944,,1699912.971
0.636,1697505.533,-1837619.129,,1697505.533
0.637,1695315.82,-1834973.928,,1695315.82
0.638,1693363.141,-1832316.935,,1693363.141
0.639,1691635,-1829575.905,,1691635
0.64,1690089.514,-1826691.204,,1690089.514
0.641,1688661.659,-1823623.385,,1688661.659
0.642,1687272.413,-1820357.912,,1687272.413
0.643,1685839.515,-1816906.499,,1685839.515
0.644,1684288.407,-1813304.952,,1684288.407
0.645,1682561.875,-1809607.892,,1682561.875
0.646,1680627.185,-1805881.118,,1680627.185
0.647,1678479.81,-1802192.686,,1678479.81
0.648,1676143.346,-1798603.893,,1676143.346
0.649,1673665.727,-1795161.372,,1673665.727
0.65,1671112.317,-1791891.304,,1671112.317
0.651,1668556.874,-1788796.465,,1668556.874
0.652,1666071.625,-1785856.421,,1666071.625
0.653,1663717.785,-1783030.784,,1663717.785
0.654,1661537.757,-1780265.017,,1661537.757
0.655,1659550.005,-1777497.964,,1659550.005
0.656,1657747.201,-1774670.078,,1657747.201
0.657,1656097.825,-1771731.237,,1656097.825
0.658,1654550.917,-1768647.136,,1654550.917
0.659,1653043.271,-1765403.443,,1653043.271
0.66,1651508.074,-1762007.222,,1651508.074
0.661,1649883.81,-1758485.504,,1649883.81
0.662,1648122.25,-1754881.263,,1648122.25
0.663,1646194.494,-1751247.382,,1646194.494
0.664,1644094.322,-1747639.458,,1644094.322
0.665,1641838.465,-1744108.425,,1641838.465
0.666,1639463.852,-1740693.954,,1639463.852
0.667,1637022.254,-1737419.509,,1637022.254
0.668,1634573.103,-1734289.645,,1634573.103
0.669,1632175.475,-1731289.865,,1632175.475
0.67,1629880.314,-1728388.991,,1629880.314
0.671,1627723.916,-1725543.678,,1627723.916
0.672,1625723.508,-1722704.426,,1625723.508
0.673,1623875.438,-1719822.25,,1623875.438
0.674,1622156.177,-1716855.142,,1622156.177
0.675,1620525.905,-1713773.44,,1620525.905
0.676,1618934.162,-1710563.46,,1618934.162
0.677,1617326.772,-1707228.925,,1617326.772
0.678,1615653.077,-1703790.073,,1615653.077
0.679,1613872.545,-1700280.602,,1613872.545
0.68,1611959.866,-1696742.923,,1611959.866
0.681,1609907.936,-1693222.371,,1609907.936
0.682,1607728.352,-1689761.17,,1607728.352
0.683,1605449.435,-1686392.95,,1605449.435
0.684,1603112.099,-1683138.527,,1603112.099
0.685,1600764.153,-1680003.476,,1600764.153
0.686,1598453.839,-1676977.76,,1598453.839
0.687,1596223.46,-1674037.435,,1596223.46
0.688,1594103.956,-1671148.142,,1594103.956
0.689,1592111.105,-1668269.892,,1592111.105
0.69,1590243.816,-1665362.474,,1590243.816
0.691,1588484.687,-1662390.768,,1588484.687
0.692,1586802.704,-1659329.263,,1586802.704
0.693,1585157.664,-1656165.196,,1585157.664
0.694,1583505.709,-1652899.939,,1583505.709
0.695,1581805.202,-1649548.491,,1581805.202
0.696,1580022.171,-1646137.187,,1580022.171
0.697,1578134.609,-1642699.963,,1578134.609
0.698,1576135.09,-1639273.713,,1576135.09
0.699,1574031.404,-1635893.365,,1574031.404
0.7,1571845.163,-1632587.329,,1571845.163
0.701,1569609.062,-1629374.102,,1569609.062
0.702,1567361.935,-1626259.881,,1567361.935
0.703,1565143.094,-1623237.904,,1565143.094
0.704,1562987.565,-1620289.853,,1562987.565
0.705,1560921.576,-1617388.543,,1560921.576
0.706,1558959.318,-1614501.727,,1558959.318
0.707,1557101.374,-1611596.471,,1557101.374
0.708,1555334.975,-1608643.515,,1555334.975
0.709,1553636.013,-1605621.053,,1553636.013
0.71,1551972.507,-1602517.434,,1551972.507
0.711,1550309.008,-1599332.462,,1550309.008
0.712,1548611.372,-1596077.158,,1548611.372
0.713,1546851.232,-1592772.046,,1546851.232
0.714,1545009.606,-1589444.233,,1545009.606
0.715,1543079.178,-1586123.682,,1543079.178
0.716,1541064.984,-1582839.203,,1541064.984
0.717,1538983.457,-1579614.693,,1538983.457
0.718,1536859.986,-1576466.105,,1536859.986
0.719,1534725.36,-1573399.544,,1534725.36
0.72,1532611.577,-1570410.7,,1532611.577
0.721,1530547.608,-1567485.671,,1530547.608
0.722,1528555.648,-1564603.028,,1528555.648
0.723,1526648.366,-1561736.824,,1526648.366
0.724,1524827.468,-1558860.127,,1524827.468
0.725,1523083.742,-1555948.599,,1523083.742
0.726,1521398.547,-1552983.646,,1521398.547
0.727,1519746.503,-1549954.741,,1519746.503
0.728,1518099.01,-1546860.622,,1518099.01
0.729,1516428.098,-1543709.244,,1516428.098
0.73,1514710.111,-1540516.52,,1514710.111
0.731,1512928.726,-1537304.04,,1512928.726
0.732,1511076.932,-1534096.092,,1511076.932
0.733,1509157.734,-1530916.408,,1509157.734
0.734,1507183.522,-1527785.049,,1507183.522
0.735,1505174.211,-1524715.86,,1505174.211
0.736,1503154.442,-1521714.793,,1503154.442
0.737,1501150.221,-1518779.318,,1501150.221
0.738,1499185.461,-1515898.964,,1499185.461
0.739,1497278.887,-1513056.889,,1497278.887
0.74,1495441.697,-1510232.261,,1495441.697
0.741,1493676.274,-1507403.099,,1493676.274
0.742,1491976.09,-1504549.205,,1491976.09
0.743,1490326.79,-1501654.789,,1490326.79
0.744,1488708.279,-1498710.446,,1488708.279
0.745,1487097.516,-1495714.255,,1487097.516
0.746,1485471.633,-1492671.854,,1485471.633
0.747,1483810.947,-1489595.521,,1483810.947
0.748,1482101.487,-1486502.408,,1482101.487
0.749,1480336.7,-1483412.166,,1480336.7
0.75,1478518.146,-1480344.298,,1478518.146
0.751,1476655.093,-1477315.602,,1476655.093
0.752,1474763.121,-1474338.019,,1474763.121
0.753,1472861.913,-1471417.187,,1472861.913
0.754,1470972.569,-1468551.844,,1470972.569
0.755,1469114.793,-1465734.17,,1469114.793
0.756,1467304.333,-1462950.973,,1467304.333
0.757,1465551.007,-1460185.56,,1465551.007
0.758,1463857.556,-1457420.03,,1463857.556
0.759,1462219.46,-1454637.657,,1462219.46
0.76,1460625.714,-1451825.079,,1460625.714
0.761,1459060.443,-1448973.979,,1459060.443
0.762,1457505.121,-1446082.066,,1457505.121
0.763,1455941.076,-1443153.237,,1455941.076
0.764,1454351.968,-1440196.919,,1454351.968
0.765,1452725.891,-1437226.704,,1452725.891
0.766,1451056.836,-1434258.456,,1451056.836
0.767,1449345.351,-1431308.171,,1449345.351
0.768,1447598.308,-1428389.872,,1447598.308
0.769,1445827.857,-1425513.81,,1445827.857
0.77,1444049.69,-1422685.206,,1444049.69
0.771,1442280.901,-1419903.684,,1442280.901
0.772,1440537.693,-1417163.461,,1440537.693
0.773,1438833.274,-1414454.239,,1438833.274
0.774,1437176.192,-1411762.676,,1437176.192
0.775,1435569.321,-1409074.215,,1435569.321
0.776,1434009.629,-1406375.04,,1434009.629
0.777,1432488.724,-1403653.88,,1432488.724
0.778,1430994.095,-1400903.44,,1430994.095
0.779,1429510.866,-1398121.266,,1429510.866
0.78,1428023.823,-1395309.963,,1428023.823
0.781,1426519.425,-1392476.728,,1426519.425
0.782,1424987.564,-1389632.298,,1424987.564
0.783,1423422.81,-1386789.455,,1423422.81
0.784,1421825.024,-1383961.293,,1421825.024
0.785,1420199.248,-1381159.487,,1420199.248
0.786,1418554.921,-1378392.794,,1418554.921
0.787,1416904.534,-1375665.968,,1416904.534
0.788,1415261.905,-1372979.234,,1415261.905
0.789,1413640.34,-1370328.366,,1413640.34
0.79,1412050.885,-1367705.356,,1412050.885
0.791,1410500.933,-1365099.559,,1410500.933
0.792,1408993.343,-1362499.166,,1408993.343
0.793,1407526.172,-1359892.785,,1407526.172
0.794,1406093.056,-1357270.941,,1406093.056
0.795,1404684.161,-1354627.277,,1404684.161
0.796,1403287.563,-1351959.325,,1403287.563
0.797,1401890.88,-1349268.735,,1401890.88
0.798,1400482.917,-1346560.966,,1400482.917
0.799,1399055.119,-1343844.479,,1399055.119
0.8,1397602.638,-1341129.549,,1397602.638
0.801,1396103.117,-1338419.78,,1396103.117
0.802,1394538.629,-1335719.349,,1394538.629
0.803,1392917.446,-1333037.83,,1392917.446
0.804,1391251.238,-1330381.12,,1391251.238
0.805,1389553.468,-1327750.756,,1389553.468
0.806,1387837.591,-1325143.824,,1387837.591
0.807,1386115.306,-1322553.461,,1386115.306
0.808,1384395.071,-1319969.856,,1384395.071
0.809,1382681.089,-1317381.631,,1382681.089
0.81,1380972.877,-1314777.38,,1380972.877
0.811,1379265.465,-1312147.185,,1379265.465
0.812,1377550.179,-1309483.898,,1377550.179
0.813,1375815.898,-1306784.022,,1375815.898
0.814,1374050.601,-1304048.099,,1374050.601
0.815,1372242.994,-1301280.55,,1372242.994
0.816,1370384.003,-1298489.011,,1370384.003
0.817,1368467.938,-1295683.256,,1368467.938
0.818,1366493.187,-1292873.875,,1366493.187
0.819,1364462.344,-1290070.862,,1364462.344
0.82,1362381.794,-1287282.328,,1362381.794
0.821,1360260.797,-1284513.487,,1360260.797
0.822,1358110.217,-1281766.046,,1358110.217
0.823,1355941.081,-1279038.077,,1355941.081
0.824,1353763.132,-1276324.37,,1353763.132
0.825,1351583.609,-1273617.207,,1351583.609
0.826,1349406.366,-1270907.45,,1349406.366
0.827,1347231.476,-1268185.794,,1347231.476
0.828,1345055.331,-1265444.004,,1345055.331
0.829,1342871.233,-1262675.989,,1342871.233
0.83,1340670.375,-1259878.567,,1340670.375
0.831,1338443.076,-1257051.823,,1338443.076
0.832,1336180.102,-1254199.034,,1336180.102
0.833,1333873.896,-1251326.172,,1333873.896
0.834,1331519.561,-1248441.07,,1331519.561
0.835,1329115.46,-1245552.349,,1329115.46
0.836,1326663.38,-1242668.285,,1326663.38
0.837,1324168.236,-1239795.732,,1324168.236
0.838,1321637.371,-1236939.272,,1321637.371
0.839,1319079.554,-1234100.672,,1319079.554
0.84,1316503.81,-1231278.736,,1316503.81
0.841,1313918.254,-1228469.544,,1313918.254
0.842,1311329.062,-1225667.047,,1311329.062
0.843,1308739.731,-1222863.929,,1308739.731
0.844,1306150.708,-1220052.61,,1306150.708
0.845,1303559.427,-1217226.272,,1303559.427
0.846,1300960.751,-1214379.744,,1300960.751
0.847,1298347.732,-1211510.165,,1298347.732
0.848,1295712.598,-1208617.313,,1295712.598
0.849,1293047.825,-1205703.589,,1293047.825
0.85,1290347.146,-1202773.651,,1290347.146
0.851,1287606.377,-1199833.759,,1287606.377
0.852,1284823.938,-1196890.926,,1284823.938
0.853,1282001.029,-1193951.991,,1282001.029
0.854,1279141.429,-1191022.735,,1279141.429
0.855,1276250.96,-1188107.161,,1276250.96
0.856,1273336.697,-1185207.018,,1273336.697
0.857,1270406.031,-1182321.643,,1270406.031
0.858,1267465.713,-1179448.118,,1267465.713
0.859,1264521.006,-1176581.722,,1264521.006
0.86,1261575.053,-1173716.61,,1261575.053
0.861,1258628.544,-1170846.626,,1258628.544
0.862,1255679.706,-1167966.133,,1255679.706
0.863,1252724.63,-1165070.759,,1252724.63
0.864,1249757.86,-1162157.954,,1249757.86
0.865,1246773.18,-1159227.304,,1246773.18
0.866,1243764.482,-1156280.539,,1243764.482
0.867,1240726.606,-1153321.264,,1240726.606
0.868,1237655.966,-1150354.496,,1237655.966
0.869,1234551.112,-1147385.92,,1234551.112
0.87,1231412.825,-1144421.181,,1231412.825
0.871,1228244.007,-1141465.141,,1228244.007
0.872,1225049.279,-1138521.276,,1225049.279
0.873,1221834.35,-1135591.264,,1221834.35
0.874,1218605.275,-1132674.821,,1218605.275
0.875,1215367.672,-1129769.8,,1215367.672
0.876,1212126.024,-1126872.534,,1212126.024
0.877,1208883.138,-1123978.366,,1208883.138
0.878,1205639.85,-1121082.303,,1205639.85
0.879,1202394.991,-1118179.697,,1202394.991
0.88,1199145.614,-1115266.861,,1199145.614
0.881,1195887.463,-1112341.546,,1195887.463
0.882,1192615.588,-1109403.222,,1192615.588
0.883,1189325.05,-1106453.113,,1189325.05
0.884,1186011.599,-1103494.017,,1186011.599
0.885,1182672.247,-1100529.909,,1182672.247
0.886,1179305.662,-1097565.403,,1179305.662
0.887,1175912.334,-1094605.147,,1175912.334
0.888,1172494.497,-1091653.222,,1172494.497
0.889,1169055.818,-1088712.632,,1169055.818
0.89,1165600.914,-1085784.948,,1165600.914
0.891,1162134.747,-1082870.151,,1162134.747
0.892,1158661.993,-1079966.683,,1158661.993
0.893,1155186.463,-1077071.708,,1155186.463
0.894,1151710.652,-1074181.525,,1151710.652
0.895,1148235.47,-1071292.092,,1148235.47
0.896,1144760.195,-1068399.581,,1144760.195
0.897,1141282.636,-1065500.891,,1141282.636
0.898,1137799.491,-1062594.052,,1137799.491
0.899,1134306.837,-1059678.47,,1134306.837
0.9,1130800.695,-1056754.988,,1130800.695
0.901,1127274.183,-1053824.962,,1127274.183
0.902,1123721.449,-1050890.987,,1123721.449
0.903,1120141.481,-1047957.114,,1120141.481
0.904,1116534.853,-1045027.392,,1116534.853
0.905,1112903.634,-1042105.353,,1112903.634
0.906,1109251.118,-1039193.572,,1109251.118
0.907,1105581.391,-1036293.37,,1105581.391
0.908,1101898.803,-1033404.678,,1101898.803
0.909,1098207.424,-1030526.099,,1098207.424
0.91,1094510.546,-1027655.137,,1094510.546
0.911,1090810.301,-1024788.566,,1090810.301
0.912,1087107.442,-1021922.887,,1087107.442
0.913,1083401.307,-1019054.812,,1083401.307
0.914,1079689.979,-1016181.702,,1079689.979
0.915,1075970.598,-1013301.919,,1075970.598
0.916,1072239.799,-1010415.028,,1072239.799
0.917,1068494.199,-1007521.841,,1068494.199
0.918,1064730.876,-1004624.296,,1064730.876
0.919,1060947.78,-1001725.188,,1060947.78
0.92,1057144.014,-998827.7935,,1057144.014
0.921,1053319.96,-995935.4436,,1053319.96
0.922,1049477.228,-993051.0965,,1049477.228
0.923,1045618.454,-990176.9713,,1045618.454
0.924,1041746.953,-987314.2866,,1041746.953
0.925,1037866.309,-984463.1382,,1037866.309
0.926,1033979.923,-981622.5265,,1033979.923
0.927,1030090.607,-978790.5279,,1030090.607
0.928,1026200.259,-975964.5835,,1026200.259
0.929,1022309.673,-973141.8649,,1022309.673
0.93,1018418.492,-970319.6663,,1018418.492
0.931,1014525.321,-967495.7708,,1014525.321
0.932,1010627.966,-964668.7442,,1010627.966
0.933,1006723.783,-961838.118,,1006723.783
0.934,1002810.068,-959004.441,,1002810.068
0.935,998884.4519,-956169.1955,,998884.4519
0.936,994945.2382,-953334.5923,,994945.2382
0.937,990991.6467,-950503.2754,,990991.6467
0.938,987023.9276,-947677.9752,,987023.9276
0.939,983043.3392,-944861.1596,,983043.3392
0.94,979051.9921,-942054.7275,,979051.9921
0.941,975052.5851,-939259.7843,,975052.5851
0.942,971048.0698,-936476.5276,,971048.0698
0.943,967041.2907,-933704.2543,,967041.2907
0.944,963034.6471,-930941.487,,963034.6471
0.945,959029.8228,-928186.1984,,959029.8228
0.946,955027.6165,-925436.1031,,955027.6165
0.947,951027.8928,-922688.9763,,951027.8928
0.948,947029.6579,-919942.9566,,947029.6579
0.949,943031.2465,-917196.7936,,943031.2465
0.95,939030.5929,-914450.0094,,939030.5929
0.951,935025.5477,-911702.9537,,935025.5477
0.952,931014.199,-908956.7494,,931014.199
0.953,926995.1534,-906213.1364,,926995.1534
0.954,922967.7421,-903474.2387,,922967.7421
0.955,918932.1268,-900742.2861,,918932.1268
0.956,914889.2932,-898019.3281,,914889.2932
0.957,910840.9356,-895306.9785,,910840.9356
0.958,906789.2519,-892606.2242,,906789.2519
0.959,902736.6758,-889917.319,,902736.6758
0.96,898685.5856,-887239.7779,,898685.5856
0.961,894638.0265,-884572.4689,,894638.0265
0.962,890595.4839,-881913.7864,,890595.4839
0.963,886558.736,-879261.8837,,886558.736
0.964,882527.803,-876614.9315,,882527.803
0.965,878501.9977,-873971.3669,,878501.9977
0.966,874480.0682,-871330.1028,,874480.0682
0.967,870460.4109,-868690.6679,,870460.4109
0.968,866441.3255,-866053.2632,,866441.3255
0.969,862421.2759,-863418.7281,,862421.2759
0.97,858399.1237,-860788.423,,858399.1237
0.971,854374.3024,-858164.0461,,854374.3024
0.972,850346.9134,-855547.41,,850346.9134
0.973,846317.7302,-852940.2083,,846317.7302
0.974,842288.1145,-850343.8033,,842288.1145
0.975,838259.8565,-847759.0625,,838259.8565
0.976,834234.9627,-845186.2637,,834234.9627
0.977,830215.4199,-842625.0799,,830215.4199
0.978,826202.9676,-840074.6446,,826202.9676
0.979,822198.9086,-837533.6857,,822198.9086
0.98,818203.9817,-835000.7101,,818203.9817
0.981,814218.3114,-832474.2124,,814218.3114
0.982,810241.4402,-829952.8806,,810241.4402
0.983,806272.4364,-827435.7704,,806272.4364
0.984,802310.0621,-824922.4282,,802310.0621
0.985,798352.9773,-822412.9447,,798352.9773
0.986,794399.9518,-819907.9369,,794399.9518
0.987,790450.0585,-817408.4598,,790450.0585
